table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 9th to 13th April 2020,Standard deviation Standard error,0.98,0.93,1.05,1.17,1.16,1.11,0.91,0.62,0.73,1.32,1.07,0.94,0.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,Unweighted base,59,39,20,12,11,16,10,8,7,6,22,15,10,12,6,4,4,5,7,5,2,2,13,4,7,-,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,Weighted base,56*,36*,19**,11**,10**,15**,8**,8**,7**,5**,21**,13**,9**,12**,5**,3**,5**,5**,7**,5**,2**,1**,11**,5**,7**,-**,49*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,NET: Trust,26,18,9,4,3,6,3,7,3,4,7,7,5,8,3,1,2,4,4,2,1,1,3,-,4,-,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,5 - Trust completely,5,3,2,-,-,-,1,3,-,2,-,-,1,4,-,-,2,1,1,-,-,-,1,-,1,-,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,4,21,14,7,4,3,6,2,4,3,2,7,7,4,3,3,1,-,3,3,2,1,1,3,-,3,-,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,3,23,13,11,6,6,9,4,1,2,2,14,6,2,2,2,1,2,1,3,3,1,*,6,3,3,-,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,2,6,6,-,1,1,1,2,-,2,-,-,1,3,2,-,2,1,-,-,-,-,-,2,1,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,NET: Do not trust,6,6,-,1,1,1,2,-,2,-,-,1,3,2,-,2,1,-,-,-,-,-,2,1,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,Mean,3.46,3.42,3.53,3.33,3.24,3.3,3.24,4.17,3.03,3.96,3.32,3.45,3.3,3.83,3.65,2.86,3.66,4,3.69,3.48,3.65,3.71,3.22,2.71,3.64,-,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 11th to 13th September 2020,Standard deviation Standard error,0.81,0.88,0.66,0.63,0.62,0.59,0.92,0.74,0.93,0.88,0.48,0.65,1.03,1.17,0.54,1.06,1.39,0.71,0.7,0.56,0.64,-,0.82,0.51,0.68,-,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,Unweighted base,63,44,19,11,11,20,15,11,5,1,30,19,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,58*,43*,15**,7**,7**,22**,13**,11**,4**,1**,23**,20**,7**,8**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,NET: Trust,30,27,3,1,1,14,7,4,3,1,12,12,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,5 - Trust completely,4,2,2,-,-,3,1,1,1,-,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,4,25,25,*,1,1,11,6,4,2,1,11,11,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,3,25,13,12,5,5,6,5,6,1,-,10,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,2,3,3,*,*,*,3,-,-,-,-,1,*,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,1 - Do not trust at all,1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,NET: Do not trust,4,3,*,*,*,3,1,-,-,-,2,*,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,Mean,3.51,3.58,3.33,3.14,3.14,3.62,3.47,3.43,3.78,4,3.43,3.61,3.61,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 17th to 19th April 2020,Standard deviation Standard error,0.76,0.74,0.81,0.52,0.52,0.86,0.85,0.61,0.76,-,0.76,0.62,1.2,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,77,56,21,17,16,24,14,11,5,6,32,20,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,77*,54*,23**,16**,15**,23**,15**,11**,5**,6**,31**,21**,11**,13**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,NET: Trust,41,30,11,7,5,15,10,4,3,3,15,14,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,5 - Trust completely,13,8,5,1,1,6,5,-,1,-,3,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,4,28,22,6,5,4,9,5,4,2,3,12,9,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,3,32,22,10,8,8,7,5,7,3,3,15,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,2,3,1,2,2,2,1,-,-,-,-,1,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,3,1,2,2,2,1,-,-,-,-,1,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,Mean,3.67,3.7,3.61,3.34,3.27,3.89,3.94,3.38,3.68,3.55,3.55,3.86,3.98,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,0.81,0.76,0.92,0.84,0.85,0.86,0.84,0.51,0.84,0.55,0.7,0.75,1.14,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,71,42,29,13,12,19,16,13,3,7,25,24,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,69*,45*,25**,14**,12**,19**,15**,10**,3**,7**,26**,22**,8**,14**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,32,21,11,6,5,10,7,6,-,3,15,8,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,11,8,3,4,4,3,4,1,-,-,7,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,4,21,13,8,2,1,7,4,5,-,3,8,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,3,30,19,11,5,5,7,6,4,3,4,9,11,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,2,6,4,2,2,2,3,1,1,-,-,2,2,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,1,1,-,-,-,-,1,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,7,5,2,2,2,3,1,1,-,-,2,3,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,Mean,3.51,3.51,3.51,3.59,3.54,3.53,3.57,3.53,3,3.39,3.72,3.33,3.48,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,0.91,0.95,0.85,1.1,1.17,0.93,1.09,0.79,*,0.53,0.95,0.92,0.73,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,76,48,28,12,11,23,17,9,9,6,20,32,11,13,8,1,4,8,6,9,4,6,10,9,9,2,,19,40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,76*,44*,32**,13**,12**,22**,16**,11**,9**,5**,19**,32**,11**,14**,6**,1**,4**,7**,5**,8**,3**,7**,9**,13**,10**,3**,,17**,37*,17**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,49,26,23,5,4,13,10,9,7,4,14,22,2,9,4,1,2,5,4,3,1,6,6,11,5,3,,10,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,11,3,7,1,-,4,2,3,1,-,2,3,1,5,1,-,-,-,1,-,-,-,1,6,1,-,,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,4,38,23,15,4,4,10,8,6,6,4,13,19,1,5,3,1,2,5,2,3,1,6,5,5,4,3,,8,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,3,24,16,8,7,7,8,6,2,1,-,3,9,8,3,3,-,2,3,2,4,2,1,2,1,5,-,,6,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,2,3,1,2,1,1,-,-,-,1,1,1,1,-,1,-,-,-,-,-,-,-,-,1,1,1,-,,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,1,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,4,2,2,1,1,1,-,-,1,1,1,1,-,2,-,-,-,-,-,1,-,-,1,1,1,-,,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.72,3.61,3.87,3.43,3.24,3.69,3.72,4.14,3.78,3.61,3.81,3.78,3.33,3.79,3.68,4,3.49,3.62,3.91,3.14,3.42,3.91,3.75,4.26,3.46,4,,3.56,3.69,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 151,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.79,0.74,0.84,0.81,0.63,0.89,0.67,0.68,0.75,0.9,0.66,0.67,0.68,1.2,0.74,-,0.58,0.52,0.85,0.93,0.59,0.31,0.93,0.9,0.82,0,,0.88,0.75,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 152,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,29,57,40,38,53,28,36,22,21,42,30,70,8,11,12,2,39,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 152,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,76*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59*,26**,55*,38*,35*,53*,28**,37**,18**,18**,38*,27**,68*,7**,10**,13**,2**,35*,24**,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 152,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,17,34,28,22,33,16,26,12,13,23,16,43,7,3,9,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 152,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,2,7,3,7,3,2,2,3,6,-,1,2,-,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 152,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,4,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,15,28,24,21,25,13,19,9,11,21,14,37,7,2,7,1,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 152,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,8,19,9,11,18,10,9,4,4,12,9,22,1,5,4,-,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 152,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,-,1,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 152,Q5. Trust in the sources for information/news about Coronavirus used in last week: Podcasts,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,1,-,1,-,-,1,-,1,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
