table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 91,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 12th to 15th June 2020,Reported / described as a false claim,77,38,39,26,25,11,10,15,7,9,30,19,10,18,,,,,,,,,,,,,
Table 91,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 12th to 15th June 2020,Unclear whether true or false,120,47,73,26,23,26,20,15,15,18,33,34,19,33,,,,,,,,,,,,,
Table 97,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,221,115,106,46,43,43,44,22,21,45,75,64,34,48,,,,,,,,,,,,,
Table 97,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,220,112*,108*,47*,43*,42*,43*,28**,18**,41*,74*,60*,39**,47*,,,,,,,,,,,,,
Table 97,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 19th to 21st June 2020,Reported / described as a true claim,89,43,46,22,20,17,16,12,9,12,27,26,18,18,,,,,,,,,,,,,
Table 97,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 19th to 21st June 2020,Reported / described as a false claim,68,47,22,14,10,11,14,5,4,20,21,20,15,13,,,,,,,,,,,,,
Table 97,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 19th to 21st June 2020,Unclear whether true or false,95,44,51,15,15,17,22,15,6,20,30,25,14,25,,,,,,,,,,,,,
Table 100,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,309,129,180,41,34,53,53,50,42,70,105,88,52,64,,,,,,,,,,,,,
Table 100,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,320,139,181,47*,38*,56*,53*,45*,48*,71*,105*,95*,54*,66*,,,,,,,,,,,,,
Table 100,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 7th to 9th August 2020,Reported / described as a true claim,113,53,60,21,17,28,17,16,10,21,37,34,18,23,,,,,,,,,,,,,
Table 100,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 7th to 9th August 2020,Reported / described as a false claim,93,46,47,21,17,15,8,7,11,31,38,21,19,15,,,,,,,,,,,,,
Table 100,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 7th to 9th August 2020,Unclear whether true or false,166,69,96,15,13,20,33,26,33,40,52,46,29,39,,,,,,,,,,,,,
Table 101,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,347,166,181,43,41,71,52,54,57,70,117,89,46,95,28,17,29,25,34,24,17,33,49,42,39,10,292
Table 101,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,355,180,175,50*,48*,76*,48*,52*,60*,70*,118*,90*,58*,89*,26**,18**,29**,27**,35**,21**,19**,35**,50*,47*,38*,9**,300
Table 101,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 9th to 11th October 2020,Reported / described as a true claim,141,78,63,24,22,31,21,17,22,26,51,42,15,32,10,4,11,10,8,10,7,14,23,21,19,3,120
Table 101,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 9th to 11th October 2020,Reported / described as a false claim,92,52,40,20,20,25,9,8,10,20,42,14,13,23,4,6,4,7,7,7,4,10,22,9,8,4,80
Table 101,Q10d. How claims about the potential dangers of a Coronavirus vaccine have been reported,ONLINE Fieldwork: 9th to 11th October 2020,Unclear whether true or false,197,94,103,23,23,36,26,34,35,44,54,51,34,58,16,14,19,18,23,11,13,16,21,27,16,3,164
