table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 4th to 6th June 2021,2,16,9,7,5,4,3,3,1,2,2,7,3,3,3,3,-,-,3,1,2,*,-,3,2,2,-,12
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 4th to 6th June 2021,1 - Do not trust at all,13,7,6,5,5,1,2,2,1,2,4,4,3,2,2,-,1,-,1,1,-,2,4,1,-,1,10
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 4th to 6th June 2021,NET: Do not trust,29,16,13,11,9,3,5,3,3,3,10,8,5,5,5,-,1,3,2,3,*,2,7,3,2,1,22
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 4th to 6th June 2021,Mean,3.41,3.54,3.08,2.93,2.96,3.82,3.76,3.44,3.04,2.72,3.39,3.15,3.58,3.6,3.14,3.85,3.48,3.33,3.42,3.34,3.47,3.13,3.71,3.23,3.14,1,3.45
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,1.17,1.12,1.24,1.23,1.31,0.98,1.15,1.09,1.26,0.88,1.16,1.14,1.28,1.1,1.43,0.4,0.86,1.25,1.13,1.32,1.15,1.23,1.24,1.07,0.81,-,1.13
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,149,91,58,31,30,39,38,17,11,13,56,41,16,36,6,2,16,11,15,10,7,15,36,16,14,1,135
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,142,88*,54*,29**,27**,41*,37*,14**,10**,12**,52*,36*,17**,37**,4**,1**,20**,12**,16**,8**,6**,15**,33**,15**,11**,1**,131
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,NET: Trust,60,39,21,9,9,18,19,6,6,3,18,12,12,18,3,*,8,6,4,4,2,8,17,4,2,1,53
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,5 - Trust completely,13,9,4,4,4,3,2,4,-,-,3,3,1,6,*,-,2,-,2,1,-,2,2,3,1,-,12
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,4,47,30,17,5,5,15,17,2,6,3,15,9,11,12,3,*,7,6,2,3,2,6,15,1,1,1,41
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,3,45,27,18,12,10,12,9,5,2,4,22,10,3,10,*,-,8,2,8,3,1,3,11,3,5,-,44
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,2,22,16,5,4,4,5,6,2,2,2,8,9,*,4,1,*,2,2,3,1,1,1,3,6,2,-,20
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,1 - Do not trust at all,15,6,10,4,4,6,2,1,-,2,4,5,1,4,-,-,3,2,-,1,1,3,2,2,2,-,14
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,NET: Do not trust,37,22,15,8,8,11,8,2,2,4,12,15,2,8,1,*,5,4,3,2,2,4,5,7,4,-,34
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,Mean,3.14,3.22,3.01,3.01,3.01,3.1,3.28,3.5,3.31,2.64,3.09,2.86,3.56,3.31,3.66,3.06,3.12,3,3.23,3.24,2.92,3.13,3.38,2.91,2.62,4,3.13
Table 84,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,1.12,1.08,1.19,1.21,1.25,1.19,1,1.21,0.86,1.1,0.99,1.2,1,1.23,1.01,-,1.15,1.16,0.98,1.16,1.25,1.39,0.94,1.37,1.11,-,1.13
