start_date,end_date,question,response,total,male,female,16-24,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade,scotland,north_east,north_west,yorkshire_&_humberside,west_midlands,east_midlands,wales,eastern,london,south_east,south_west,northern_ireland,net:_england
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Channel 4,16,4,12,-,4,7,4,1,-,1,3,1,2,2,1,1,4,2,1,-,15
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,12,5,7,4,5,4,2,2,1,-,-,3,1,2,-,-,2,1,1,-,11
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Direct from Local health service website/ email/ text/ post,12,5,6,-,4,2,2,4,-,1,2,1,-,3,-,1,-,2,1,1,10
2020-09-11,2020-09-13,most_important_source_used_in_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),11,6,5,-,1,1,3,7,-,-,-,3,1,-,1,2,1,3,1,-,10
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Weighted base,2056,1010,1045,286,561,581,416,497,171,83,228,167,179,148,98,193,269,280,177,62,1725
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Instagram,11,6,5,7,5,4,1,1,-,4,1,-,2,1,1,-,1,1,-,1,9
2020-09-11,2020-09-13,most_important_source_used_in_last_week,UTV,11,1,10,1,3,6,,1,-,-,-,-,-,-,-,-,-,-,-,11,-
2020-09-11,2020-09-13,most_important_source_used_in_last_week,ITV Wales,11,4,6,1,1,1,4,4,-,-,-,-,-,-,11,-,-,-,-,-,-
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Email,10,6,4,-,5,2,2,1,1,-,3,1,-,-,-,1,1,3,1,-,9
2020-09-11,2020-09-13,most_important_source_used_in_last_week,WhatsApp,8,7,1,2,4,3,1,-,1,-,3,-,2,-,-,-,1,-,1,1,6
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Snapchat,7,1,6,6,6,,-,1,-,-,-,-,-,-,-,-,1,3,3,-,7
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Podcasts,7,7,-,1,3,-,1,3,-,-,2,-,-,1,-,-,2,-,2,-,7
2020-09-11,2020-09-13,most_important_source_used_in_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",7,5,2,-,-,-,4,3,-,-,2,1,2,-,-,1,-,-,1,-,7
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Direct from Wales Government website/ email/ text/ post,6,1,6,-,1,2,1,2,-,-,-,-,-,-,6,-,-,-,-,-,-
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Weighted base,2056,1010,1045,286,561,581,416,497,171,83,228,167,179,148,98,193,269,280,177,62,1725
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Advertising,5,3,2,4,1,3,-,1,-,-,1,-,-,2,-,1,2,-,-,-,5
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Facebook messenger,5,3,2,3,-,2,3,-,-,-,-,2,-,2,2,-,-,-,-,-,3
2020-09-11,2020-09-13,most_important_source_used_in_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",4,4,1,4,-,1,-,4,-,-,-,-,-,-,-,4,-,1,-,-,4
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Channel 5,4,2,2,1,1,-,2,1,-,-,-,-,,2,-,1,1,-,-,-,4
2020-09-11,2020-09-13,most_important_source_used_in_last_week,WhatsApp group(s),3,2,1,-,3,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,2
2020-09-11,2020-09-13,most_important_source_used_in_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),3,1,2,-,-,-,2,1,1,-,-,-,-,-,-,1,-,1,-,-,2
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Direct from Northern Ireland Government website/ email/ text/ post,3,1,2,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,3,-
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Cool FM,2,1,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Community radio,2,-,2,-,-,,-,2,-,-,-,-,,-,-,-,-,-,2,-,2
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Apple iMessage,2,2,-,2,-,1,1,-,-,-,-,-,1,-,-,1,-,-,-,-,2
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Weighted base,2056,1010,1045,286,561,581,416,497,171,83,228,167,179,148,98,193,269,280,177,62,1725
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Celebrity and/or social media influencer,1,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Magazines,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
2020-09-11,2020-09-13,most_important_source_used_in_last_week,RTÉ,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-
2020-09-11,2020-09-13,most_important_source_used_in_last_week,People in your local area/neighbourhood,1,-,1,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
2020-09-11,2020-09-13,most_important_source_used_in_last_week,S4C,1,-,1,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
2020-09-11,2020-09-13,most_important_source_used_in_last_week,BBC Alba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Other,29,13,16,1,6,4,10,8,4,-,5,-,1,3,2,3,2,4,5,-,22
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: Broadcasters,1145,551,594,119,299,317,250,279,89,40,125,84,107,89,49,121,139,161,99,42,966
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: Non-BBC broadcasters,286,124,162,27,58,60,75,94,27,11,29,23,26,17,16,27,31,52,11,15,228
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: BBC services,858,427,431,92,241,257,175,185,62,29,96,60,82,72,33,94,108,109,88,26,737
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: Newspapers (printed and online),134,71,63,9,43,42,24,25,8,7,10,16,6,10,8,15,12,22,18,3,115
2020-09-11,2020-09-13,most_important_source_used_in_last_week,Weighted base,2056,1010,1045,286,561,581,416,497,171,83,228,167,179,148,98,193,269,280,177,62,1725
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: Officials,230,104,125,35,60,76,40,54,31,9,31,17,20,15,11,10,34,33,12,6,181
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: Social Media,145,79,65,37,49,43,26,27,10,10,19,17,10,11,7,12,16,15,15,3,125
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: Facebook (Facebook and Facebook Messenger),76,35,41,13,14,24,21,16,8,3,7,14,4,8,5,7,5,7,6,2,61
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),11,10,1,2,7,3,1,-,1,-,3,-,3,-,1,-,1,-,1,1,8
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: Closed groups,9,7,2,5,3,3,4,-,-,-,-,2,2,2,2,1,1,-,-,-,7
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: Other online news sources,108,59,49,25,34,30,20,24,5,10,11,13,8,3,6,9,21,10,13,1,96
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: Family/friends/ local ppl,97,38,59,19,26,28,14,29,11,2,6,12,12,7,7,4,14,15,7,1,79
2020-09-11,2020-09-13,most_important_source_used_in_last_week,NET: Traditional media,1309,638,671,129,349,365,285,310,99,49,137,102,116,101,58,139,155,186,120,49,1104
2020-09-11,2020-09-13,most_important_source_used_in_last_week,I don't know where the source is from,20,11,9,4,4,9,1,6,5,1,1,-,3,1,2,3,4,-,-,-,13
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Unweighted base,2122,1097,1025,298,626,638,306,552,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Weighted base,2125,1038,1087,293,578,601,433,513,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,BBC - TV,709,334,374,75,191,217,136,164,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,BBC - Online/ app,244,140,104,60,82,84,40,38,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Direct from Government website/ email/ text/ post,131,39,92,27,39,32,26,34,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Sky,125,66,59,11,27,41,23,34,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Newspapers (online),125,65,60,15,39,36,30,20,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,ITV,115,46,69,8,17,22,28,48,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,BBC - Radio,79,40,38,8,28,25,10,15,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Websites or apps that bring together news from different news providers,66,32,34,9,16,16,17,17,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Facebook,58,23,35,12,10,18,13,16,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Search engine (e.g. Google),56,28,28,5,20,9,16,11,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Direct from NHS website/ email/ text/ post,54,23,32,16,16,16,10,13,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Weighted base,2125,1038,1087,293,578,601,433,513,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Newspapers (printed),38,26,13,-,14,12,5,7,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Family and friends directly,35,18,17,6,5,11,7,12,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Twitter,35,24,11,7,10,9,8,8,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,YouTube,29,21,8,5,5,9,8,8,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Official scientists,26,15,11,5,14,4,3,4,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Channel 4,25,11,14,3,9,6,5,6,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,23,6,16,4,8,4,5,4,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",19,11,8,3,6,4,2,7,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Commercial Radio,16,12,4,2,2,3,3,8,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,ITV Wales,12,5,7,-,-,1,5,6,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,WhatsApp,11,7,3,1,1,2,8,1,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Weighted base,2125,1038,1087,293,578,601,433,513,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",7,3,4,,3,2,-,2,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,STV,6,1,5,-,2,1,1,2,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Email,6,5,1,-,1,2,2,1,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Channel 5,6,3,3,2,1,2,-,3,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",5,4,1,1,1,-,4,-,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Direct from Local council website/ email/ text/ post,5,3,2,,2,1,2,-,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,UTV,3,1,3,-,-,1,1,2,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Direct from Local health service website/ email/ text/ post,3,2,2,-,-,-,1,2,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Podcasts,3,2,1,1,1,1,-,-,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Instagram,2,1,2,1,1,-,-,2,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Snapchat,2,-,2,2,-,1,-,1,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Facebook messenger,1,1,-,-,-,1,-,-,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Weighted base,2125,1038,1087,293,578,601,433,513,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Advertising,1,-,1,1,-,-,1,-,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,WhatsApp group(s),1,-,1,-,-,-,-,1,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,People in your local area/neighbourhood,1,-,1,-,-,-,-,1,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Apple iMessage,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Other,32,14,18,1,5,3,13,11,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,I don't know where the source is from,11,6,5,4,3,4,1,3,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,NET: Broadcasters,1324,648,676,166,356,401,247,321,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,NET: Non-BBC broadcasters,293,133,160,23,55,74,62,102,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,NET: BBC services,1031,515,516,143,301,327,185,218,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,NET: Newspapers (printed and online),163,90,73,15,53,48,36,27,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,NET: Officials,242,87,154,52,80,57,47,57,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,NET: Social Media,107,54,53,24,21,30,29,27,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,Weighted base,2125,1038,1087,293,578,601,433,513,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,NET: Facebook (Facebook and Facebook Messenger),59,24,35,12,10,19,13,16,,,,,,,,,,,,,
2020-04-17,2020-04-19,most_important_source_used_in_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),11,7,4,1,1,2,8,1,,,,,,,,,,,,,
