start_date,end_date,question,response,total,male,female,16-24,18-24,25-34,35-44,45-54,55-64,65+,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade,scotland,north_east,north_west,yorkshire_&_humberside,west_midlands,east_midlands,wales,eastern,london,south_east,south_west,northern_ireland,net:_england
2021-04-05,2021-04-11,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Facebook (Facebook and Facebook Messenger),55,31,24,9,9,20,11,6,5,5,19,12,15,10,9,1,3,8,6,-,1,8,8,3,7,3,43
2021-04-05,2021-04-11,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Weighted base,123,63,59,23,21,36,18,14,14,17,35,29,26,32,15,1,12,15,9,7,3,11,15,19,10,6,99
2021-04-05,2021-04-11,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: WhatsApp (WhatsApp and WhatsApp groups),10,8,2,1,1,4,3,2,-,-,2,3,3,1,2,1,1,2,1,1,-,-,-,1,1,-,8
2021-04-05,2021-04-11,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Closed groups,10,8,1,1,1,3,3,2,-,,2,3,4,1,2,-,1,2,1,1,-,-,-,1,1,-,7
2021-04-05,2021-04-11,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Other online news sources,13,10,4,1,1,5,4,3,-,1,4,2,6,2,3,-,2,4,-,-,1,-,1,1,2,-,10
2021-04-05,2021-04-11,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Family/friends/ local ppl,27,16,11,6,4,7,6,2,3,4,10,7,2,8,4,-,5,3,-,1,-,1,3,8,2,1,23
2021-04-05,2021-04-11,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Traditional media,20,10,10,4,4,5,2,3,2,4,6,5,3,6,5,-,1,5,-,1,1,-,3,4,-,1,14
2021-04-05,2021-04-11,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,NET: Offline,7,5,1,1,1,1,1,2,1,1,4,1,1,1,-,-,-,2,-,-,-,1,1,2,-,-,7
2021-04-05,2021-04-11,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,I don't know where the source is from,1,-,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,1
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Unweighted base,118,47,71,14,11,31,22,16,21,14,30,28,34,26,8,5,15,6,18,9,7,7,12,17,10,4,99
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Weighted base,114,49,65,18,14,30,20,15,18,12,31,30,32,21,7,4,14,5,16,9,9,6,10,19,11,3,94
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Facebook,46,17,29,9,9,10,8,9,5,4,8,12,16,10,1,3,10,1,4,4,,5,1,8,6,2,43
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Family and friends directly,15,6,9,5,4,5,3,1,-,-,5,6,3,2,1,1,-,1,-,-,4,-,2,6,1,-,10
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Unspecified social media,12,5,7,-,-,5,2,1,5,-,4,3,3,2,1,1,1,-,3,2,1,-,2,1,-,-,10
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Twitter,7,3,4,1,-,2,1,2,1,-,2,3,1,1,1,1,2,-,-,-,-,1,1,1,-,-,6
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,WhatsApp,7,4,3,6,6,-,,1,-,-,2,4,2,-,-,-,-,,-,-,-,-,2,3,2,-,7
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",5,1,4,4,4,-,-,1,-,-,-,3,1,1,-,-,-,1,1,-,-,-,-,4,-,-,5
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Commercial Radio,5,5,-,2,2,-,2,1,-,1,3,-,1,1,-,-,-,-,-,2,-,-,-,2,2,-,5
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,BBC - TV,5,4,1,-,-,2,-,-,-,3,2,3,-,-,1,-,-,-,1,-,2,-,1,-,-,-,2
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Search engine (e.g. Google),5,1,4,3,2,,1,-,-,-,2,,1,2,-,-,1,-,,-,-,-,,1,1,1,4
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Instagram,5,2,3,4,3,-,1,-,-,-,3,1,-,1,1,-,-,-,-,-,-,-,1,1,2,-,4
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,People in your local area/neighbourhood,4,1,3,-,-,1,3,1,-,1,1,1,1,1,1,-,1,,1,-,-,-,1,-,1,1,3
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Weighted base,114,49,65,18,14,30,20,15,18,12,31,30,32,21,7,4,14,5,16,9,9,6,10,19,11,3,94
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,BBC - Online/ app,4,4,-,2,2,1,-,1,-,-,3,-,1,-,-,-,-,-,-,1,-,-,-,1,2,-,4
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),4,2,2,2,2,-,1,-,1,-,3,1,-,-,1,-,-,-,-,1,-,-,-,-,2,-,3
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),4,3,1,-,-,-,-,-,2,1,1,1,-,2,1,-,-,2,-,-,-,-,1,-,-,-,3
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,YouTube,3,2,1,2,2,-,,-,1,-,2,,-,1,-,-,-,-,-,-,-,-,,-,3,-,3
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Sky,3,-,3,-,-,2,1,-,-,-,-,1,2,-,1,-,-,-,2,-,-,-,-,-,-,-,2
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,BBC - Radio,3,2,1,2,2,-,-,-,-,1,2,1,-,-,1,-,-,-,-,-,-,-,-,-,2,-,2
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,ITV,2,-,2,-,-,1,1,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,1,-,-,1
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Websites or apps that bring together news from different news providers,2,1,1,-,-,1,-,-,1,-,1,1,-,1,-,-,1,1,1,-,-,-,-,-,-,-,2
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Direct from UK Government website/ email/ text/ post,2,1,1,-,-,1,-,-,-,1,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,2
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,WhatsApp group(s),2,2,-,2,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Weighted base,114,49,65,18,14,30,20,15,18,12,31,30,32,21,7,4,14,5,16,9,9,6,10,19,11,3,94
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Channel 4,2,2,-,2,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Direct from Local health service website/ email/ text/ post,2,2,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",2,2,-,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,2
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,"Smart speaker/ display (e.g. Amazon Echo, Google Home)",2,2,-,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,2
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Snapchat,1,,1,1,1,-,,-,-,-,-,,-,1,-,-,-,-,-,-,-,-,,1,-,-,1
2021-03-12,2021-03-14,source_of_claims_that_the_coronavirus_vaccine_is_a_cover_for_a_plan_to_implant_trackable_microchips_in_people_reported_as_true,Official scientists,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1
