table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 9th to 13th April 2020,Standard deviation Standard error,0.81,0.82,0.79,0.63,0.63,1.1,0.84,0.63,0.6,0.75,0.81,0.85,0.75,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,Unweighted base,142,85,57,15,15,23,25,23,25,31,52,46,22,22,19,8,13,13,14,8,5,12,19,17,8,6,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,Weighted base,131,84*,48*,16**,16**,18**,27**,21**,20**,30**,48*,39*,21**,23**,21**,6**,14**,12**,13**,5**,4**,10**,19**,17**,6**,5**,102*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,NET: Trust,116,74,42,14,14,16,22,18,17,29,41,35,20,20,20,5,14,12,11,3,4,6,17,15,6,5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,5 - Trust completely,61,38,23,11,11,11,11,12,7,9,18,17,12,13,14,3,8,5,5,*,3,4,6,8,3,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,4,55,36,19,3,3,5,11,6,10,20,22,18,8,7,7,2,6,6,6,2,*,2,11,7,2,3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,3,11,8,3,2,2,2,4,1,2,1,6,3,-,3,-,1,1,-,2,-,-,3,2,2,1,-,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,2,4,2,2,-,-,1,1,2,1,-,1,2,1,-,1,-,-,-,-,2,-,1,-,-,-,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,NET: Do not trust,4,2,2,-,-,1,1,2,1,-,1,2,1,-,1,-,-,-,-,2,-,1,-,-,-,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,Mean,4.32,4.32,4.3,4.58,4.58,4.42,4.23,4.34,4.21,4.25,4.19,4.28,4.51,4.46,4.56,4.39,4.49,4.44,4.23,3.13,4.89,3.97,4.19,4.35,4.41,4.41,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 11th to 13th September 2020,Standard deviation Standard error,0.76,0.72,0.82,0.69,0.69,0.87,0.78,0.93,0.78,0.54,0.77,0.79,0.7,0.71,0.72,0.74,0.61,0.52,0.72,1.21,0.37,1.04,0.64,0.71,0.72,0.56,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,Unweighted base,144,85,59,18,16,21,24,33,17,31,51,42,17,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,140,78*,62*,18**,16**,23**,21**,30**,18**,30**,51*,40*,25**,25**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,NET: Trust,110,58,52,17,15,20,14,18,16,26,37,33,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,5 - Trust completely,58,28,30,10,9,12,7,6,9,13,20,15,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,4,52,30,22,6,6,8,7,12,7,12,18,18,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,3,26,17,8,1,1,1,7,11,2,5,11,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,2,3,3,-,-,-,1,*,2,-,-,1,*,*,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,1 - Do not trust at all,2,-,2,-,-,2,-,-,-,-,2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,NET: Do not trust,5,3,2,-,-,3,*,2,-,-,3,*,*,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,Mean,4.15,4.06,4.26,4.5,4.45,4.19,3.95,3.75,4.41,4.29,4.03,4.19,4.2,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 17th to 19th April 2020,Standard deviation Standard error,0.88,0.85,0.91,0.66,0.67,1.21,0.87,0.84,0.68,0.73,1.01,0.74,0.81,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,123,63,60,17,14,21,17,20,28,20,50,27,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,117,63*,54*,18**,14**,18**,18**,19**,25**,19**,48*,28**,18**,22**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,NET: Trust,103,57,46,18,13,16,16,16,21,17,45,23,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,5 - Trust completely,46,26,20,7,6,9,10,6,8,5,18,10,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,4,57,31,26,10,7,7,6,10,12,12,27,13,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,3,10,5,6,1,1,1,2,3,3,1,3,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,2,4,2,2,-,-,1,-,-,1,1,1,1,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,4,2,2,-,-,1,-,-,1,1,1,1,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,Mean,4.24,4.28,4.19,4.38,4.4,4.33,4.46,4.19,4.12,4.04,4.3,4.14,4.46,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,0.74,0.72,0.77,0.57,0.59,0.87,0.69,0.69,0.79,0.8,0.64,0.81,0.58,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,153,91,62,22,21,32,28,20,23,28,58,39,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,154,95*,59*,26**,24**,37**,27**,20**,20**,25**,58*,37*,31**,28**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,134,83,52,23,22,31,24,17,16,23,54,34,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,56,37,19,15,13,15,10,5,3,8,18,16,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,4,78,46,32,8,8,16,14,12,13,15,36,18,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,3,15,9,6,2,2,3,3,2,2,2,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,2,3,1,2,1,1,1,-,1,1,-,-,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,2,2,-,-,-,2,-,-,-,-,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,5,3,2,1,1,2,-,1,1,-,-,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,Mean,4.19,4.2,4.18,4.43,4.39,4.15,4.28,4.06,3.94,4.24,4.24,4.3,4.21,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,0.78,0.82,0.72,0.78,0.79,1.01,0.65,0.7,0.73,0.59,0.57,0.75,0.85,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,143,89,54,19,19,24,18,20,25,37,63,38,22,20,17,5,17,11,9,14,4,16,18,16,13,3,,23,64,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,145,86*,59*,20**,20**,24**,19**,21**,27**,34*,59*,39*,23**,23**,15**,6**,16**,15**,9**,13**,4**,14**,17**,20**,14**,3**,,24**,58*,34**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,126,74,52,20,20,20,17,19,21,29,57,33,18,18,15,5,16,11,8,10,4,12,12,18,14,3,,21,49,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,57,40,17,15,15,7,5,10,7,13,27,15,6,8,4,1,7,8,5,4,2,2,6,11,5,2,,11,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,4,69,34,35,5,5,13,12,9,14,16,29,18,12,10,10,4,9,3,2,5,1,10,6,8,9,1,,11,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,3,13,9,4,-,-,4,2,-,4,4,3,2,4,5,-,-,-,2,-,3,-,2,3,2,-,-,,-,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,2,5,3,2,-,-,-,-,2,2,1,-,4,1,-,-,1,-,1,1,-,-,-,2,-,-,-,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,1,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,6,3,3,-,-,-,-,2,2,2,-,4,1,1,-,1,-,2,1,-,-,-,2,-,-,-,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,4.22,4.28,4.12,4.75,4.75,4.14,4.19,4.3,3.96,4.12,4.42,4.12,4.04,4.04,4.3,3.72,4.45,4.09,4.39,4.09,4.66,3.97,3.89,4.42,4.38,4.59,,4.29,4.17,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 172,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.8,0.8,0.79,0.45,0.45,0.66,0.6,0.9,0.85,0.91,0.58,0.93,0.78,0.96,0.47,0.99,0.51,1.21,1.04,0.8,0.56,0.54,1.03,0.68,0.5,0.6,,0.87,0.77,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 173,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,86,115,70,143,70,21,52,29,25,62,72,133,8,26,11,16,82,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 173,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,91*,117,71*,145,72*,21**,55*,30**,25**,62*,75*,135,7**,30**,10**,17**,80*,39*,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 173,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,80,102,63,126,67,21,52,27,21,53,67,118,7,27,8,17,72,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 173,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,37,46,30,57,37,9,29,13,10,26,24,52,1,10,6,10,33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 173,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,4,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,43,56,34,69,30,11,23,13,11,27,43,66,6,17,2,6,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 173,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,10,3,13,4,-,3,3,3,4,5,11,-,2,2,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 173,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,1,1,1,1,1,4,2,5,1,1,-,-,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 173,Q5. Trust in the sources for information/news about Coronavirus used in last week: Official scientists,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,-,-,-,-,-,1,1,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
