table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 29th to 31st May 2020,Strongly agree      (+2),633,271,362,53,43,93,83,117,98,189,145,173,128,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 29th to 31st May 2020,Slightly agree      (+1),1043,517,526,170,146,147,163,180,159,224,299,309,195,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 29th to 31st May 2020,Neither agree nor    (0) disagree,311,162,149,44,40,81,62,43,38,43,87,87,73,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 29th to 31st May 2020,Slightly disagree   (-1),92,56,36,19,16,26,10,16,5,15,32,17,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 29th to 31st May 2020,Strongly disagree   (-2),41,30,10,7,7,6,9,8,5,5,14,10,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 29th to 31st May 2020,NET: Disagree,133,87,46,26,23,33,19,24,10,20,46,27,34,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 29th to 31st May 2020,Mean,1.01,0.91,1.1,0.83,0.81,0.83,0.92,1.05,1.11,1.21,0.92,1.04,0.95,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 101,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,0.89,0.94,0.82,0.88,0.89,0.96,0.9,0.91,0.8,0.82,0.91,0.84,0.94,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,1038,1055,264,232,340,332,333,308,516,585,546,430,532,195,78,247,150,170,165,105,217,289,243,173,61,,341,911,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,1023,1070,289,247,349,324,360,301,469,569,590,425,509,175,83*,231,171,183,150,99*,197,276,286,179,63*,,330,849,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Agree,1670,788,881,213,178,253,246,294,250,413,477,460,326,406,137,74,189,125,140,112,74,165,207,245,145,56,,250,661,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Strongly agree      (+2),674,301,373,65,53,91,89,124,102,202,188,174,140,172,55,30,83,56,59,46,30,67,66,104,55,21,,103,242,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Slightly agree      (+1),996,487,509,148,125,162,157,170,148,211,289,286,186,235,82,44,106,69,81,66,45,98,140,141,90,35,,147,419,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Neither agree nor    (0) disagree,308,171,138,51,47,79,57,52,38,32,62,105,70,71,24,6,36,29,31,29,19,26,53,28,24,4,,63,144,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Slightly disagree   (-1),74,36,38,21,19,5,11,12,7,18,21,19,13,21,9,-,1,14,5,6,6,4,10,10,7,1,,11,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Strongly disagree   (-2),41,28,13,3,3,13,10,2,7,6,9,6,15,11,4,3,6,3,6,3,-,2,6,3,2,2,,6,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Disagree,115,65,50,25,22,18,21,14,13,24,30,25,28,32,14,3,7,17,11,9,6,6,16,13,9,3,,17,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Mean,1.04,0.97,1.11,0.87,0.83,0.9,0.94,1.12,1.1,1.25,1.1,1.02,1,1.05,1,1.17,1.12,0.94,1,0.97,0.98,1.14,0.91,1.16,1.06,1.15,,1,0.99,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 306,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.89,0.92,0.84,0.89,0.9,0.93,0.93,0.82,0.87,0.84,0.85,0.84,0.97,0.91,0.95,0.88,0.86,0.99,0.96,0.93,0.86,0.8,0.88,0.82,0.85,0.84,,0.89,0.87,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1021,1578,636,720,808,178,613,163,163,562,625,1859,35,687,244,99,834,656,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Agree,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443,857,1295,533,611,660,130,506,128,129,459,536,1522,20,580,196,78,654,532,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Strongly agree      (+2),674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,376,535,199,234,260,52,215,52,52,167,219,625,2,264,60,29,245,222,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Slightly agree      (+1),996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,481,760,334,376,401,78,291,75,77,292,317,896,18,316,136,49,409,310,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Neither agree nor    (0) disagree,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,115,196,58,84,116,33,87,23,23,74,58,240,7,76,37,15,108,104,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Slightly disagree   (-1),74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,28,53,23,23,25,11,16,4,6,24,21,60,4,22,7,6,35,28,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Strongly disagree   (-2),41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,16,18,6,6,12,8,8,2,5,9,6,32,1,3,3,1,11,8,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Disagree,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,44,71,29,29,38,19,24,6,11,32,27,92,5,25,10,7,46,37,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Mean,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.16,1.11,1.13,1.12,1.07,0.84,1.11,1.1,1.01,1.03,1.16,1.09,0.52,1.2,1,1,1.04,1.06,,,,,,,,,,,,,,,,,,,,,
Table 307,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.84,0.84,0.8,0.79,0.85,1.05,0.84,0.83,0.94,0.86,0.8,0.86,0.9,0.8,0.8,0.88,0.86,0.87,,,,,,,,,,,,,,,,,,,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,168,145,133,273,124,105,691,785,691,450,1682,479,1876,1969,2019,2092,-,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Agree,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,132,119,105,234,94,82,579,650,555,346,1670,396,1526,1596,1630,1670,-,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Strongly agree      (+2),674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,50,56,51,87,40,33,231,266,237,120,674,167,617,644,661,674,-,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Slightly agree      (+1),996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,82,63,54,147,54,49,347,383,318,226,996,229,908,952,969,996,-,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Neither agree nor    (0) disagree,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,17,16,24,19,13,72,89,107,66,-,60,259,272,286,307,-,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Slightly disagree   (-1),74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,8,4,5,7,3,6,25,26,22,18,-,13,61,72,70,74,-,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Strongly disagree   (-2),41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,2,1,1,10,16,13,13,-,9,31,34,35,41,-,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Disagree,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,4,8,9,4,7,35,42,35,31,-,22,91,106,105,115,-,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Mean,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1.03,1.21,1.12,1.16,1.11,1.06,1.11,1.1,1.07,0.95,1.4,1.11,1.08,1.06,1.06,1.05,-,,,
Table 308,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.87,0.79,0.93,0.75,0.81,0.87,0.84,0.87,0.89,0.92,0.49,0.86,0.86,0.87,0.87,0.89,-,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,2121,1075,1046,262,231,362,323,335,342,497,615,578,401,527,184,77,215,161,188,150,131,204,290,276,169,76,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,2121,1037,1084,293,257,354,329,365,305,475,577,598,431,515,177,84*,235,173,185,152,101,200,280,290,181,64*,1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,NET: Agree,1469,693,776,174,148,227,215,242,227,384,405,428,298,338,109,57,169,125,128,97,66,141,186,210,132,49,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,Strongly agree      (+2),483,218,266,52,46,68,67,74,74,149,146,132,93,113,32,16,64,41,45,32,14,52,63,71,38,14,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,Slightly agree      (+1),986,475,510,122,102,159,148,168,153,235,259,295,206,226,76,41,105,83,83,64,52,89,123,139,94,35,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,Neither agree nor    (0) disagree,451,224,227,81,73,88,82,75,56,69,132,115,97,107,48,19,48,39,41,41,25,36,68,49,27,10,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,Slightly disagree   (-1),118,70,48,25,24,25,18,24,14,13,22,40,21,35,10,3,8,4,9,11,4,15,17,20,13,3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,Strongly disagree   (-2),82,50,33,13,13,15,14,24,8,9,19,15,14,35,10,6,9,4,7,3,5,9,9,11,9,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Q12. To what extent do you agree or disagree with the following statements? This crisis is showing some positive sides of society (e.g. more local/community spirit, support for NHS)",ONLINE Fieldwork: 5th to 11th April 2021,NET: Disagree,200,120,81,38,37,39,32,48,22,22,41,55,35,70,20,9,18,9,16,14,10,23,26,31,22,5,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
