table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 15th to 17th May 2020,5 - Trust completely,3,1,2,2,2,-,1,-,-,1,2,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 15th to 17th May 2020,4,11,10,1,-,-,6,-,4,1,-,8,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 15th to 17th May 2020,3,10,6,4,3,3,2,1,2,1,1,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 15th to 17th May 2020,2,2,1,1,-,-,1,1,1,-,-,1,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,2,1,1,-,-,1,1,1,-,-,1,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 15th to 17th May 2020,Mean,3.59,3.65,3.46,3.69,3.69,3.59,3.5,3.47,3.43,4.07,3.8,3.51,3.57,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,0.82,0.71,1.05,1.07,1.07,0.69,-,0.69,0.68,-,0.72,0.86,1.06,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,35,16,19,6,6,5,2,10,4,8,13,7,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,38**,19**,19**,8**,8**,6**,3**,11**,4**,6**,16**,6**,13**,3**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,18,11,7,3,3,2,2,6,2,4,8,4,6,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,6,5,2,1,1,1,-,2,-,2,3,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,4,12,6,6,3,3,1,2,3,2,2,5,3,4,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,3,16,5,11,1,1,4,2,4,2,3,6,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,2,4,3,1,3,3,-,-,1,-,-,2,-,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,4,3,1,3,3,-,-,1,-,-,2,-,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,Mean,3.53,3.65,3.41,3.13,3.13,3.48,3.48,3.69,3.46,3.85,3.62,3.94,3.36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,0.9,1.06,0.74,1.15,1.15,0.83,0.59,0.99,0.59,0.92,0.96,0.74,0.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,50,35,15,7,7,10,11,5,4,13,22,15,3,10,4,4,4,6,2,5,1,1,14,5,2,2,,13,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,52*,34*,18**,8**,8**,12**,12**,6**,4**,10**,21**,19**,2**,10**,4**,6**,5**,8**,2**,4**,1**,1**,12**,5**,2**,2**,,14**,23**,15**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,29,22,7,3,3,8,6,5,2,5,11,10,1,7,2,6,3,7,-,2,1,-,5,3,-,-,,7,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,4,4,1,-,-,1,1,3,-,-,1,2,1,1,-,-,-,3,-,-,-,-,2,-,-,-,,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,4,24,18,6,3,3,7,6,2,2,5,10,8,1,6,2,6,3,4,-,2,1,-,3,3,-,-,,5,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,3,15,8,7,1,1,4,4,1,1,5,6,7,-,2,2,-,1,-,2,2,-,1,4,2,2,1,,3,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,2,5,1,4,4,4,-,-,-,1,-,2,1,1,1,-,-,-,2,-,-,-,-,2,-,-,1,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,3,3,-,1,1,-,2,-,-,-,2,1,-,-,-,-,1,-,-,-,-,-,1,1,-,-,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,8,4,4,5,5,-,2,-,1,-,4,2,1,1,-,-,1,2,-,-,-,-,3,1,-,1,,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.43,3.56,3.19,2.61,2.61,3.78,3.27,4.29,3.19,3.48,3.32,3.43,3.6,3.63,3.56,4,3.08,3.93,3,3.52,4,3,3.23,3.27,3,2.37,,3.2,3.45,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 136,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.98,1.03,0.87,1.15,1.15,0.62,1.17,0.83,0.99,0.53,1.03,1.01,-,0.82,0.58,0,1.41,1.14,*,0.58,-,-,1.22,1.16,0,0.66,,1.16,1.06,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,27,44,28,32,30,16,26,18,14,15,28,50,2,16,3,2,29,13,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,52*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48*,26**,47*,28**,34**,32**,18**,29**,20**,15**,14**,32**,52*,2**,17**,4**,2**,28**,14**,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,26,15,16,17,9,14,8,6,4,18,29,-,10,4,2,12,11,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,-,2,3,3,3,2,-,-,3,4,-,-,-,-,4,-,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,13,23,15,14,14,6,11,6,6,4,15,24,-,10,4,2,8,11,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,8,13,10,13,10,8,10,7,5,8,9,15,2,4,-,-,9,3,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,2,3,2,-,2,2,2,1,3,5,-,1,-,-,4,1,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,3,1,3,3,2,1,2,3,-,1,-,-,3,-,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,8,4,6,5,1,5,5,4,2,5,8,-,2,-,-,7,1,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,3.49,3.38,3.32,3.25,3.37,3.61,3.35,3.12,2.97,3.01,3.44,3.43,3,3.4,4,4,3.19,3.72,,,,,,,,,,,,,,,,,,,,,
Table 137,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,1.02,0.99,0.88,1.02,1.09,0.96,1.11,1.21,1.08,0.86,1,0.98,-,0.91,0,0,1.18,0.56,,,,,,,,,,,,,,,,,,,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,7,5,13,7,9,24,28,16,20,35,21,44,44,46,50,-,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,52*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11**,8**,7**,5**,15**,6**,9**,24**,31**,17**,20**,38**,24**,47*,46*,48*,52*,-**,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,3,8,2,5,10,18,6,13,21,14,24,24,26,29,-,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,2,-,1,3,3,1,2,2,2,4,3,4,4,-,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,3,6,2,4,7,15,5,11,19,13,21,21,21,24,-,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,5,4,2,9,9,4,5,13,5,15,14,14,15,-,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,-,-,2,-,2,3,3,5,1,3,4,5,5,5,5,-,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,-,-,-,2,1,2,1,1,1,2,3,3,3,-,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,-,2,-,2,5,4,7,2,4,4,7,8,8,8,-,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,2.8,3.4,3.58,3.59,3.34,3.49,3.24,3.53,2.93,3.59,3.49,3.44,3.4,3.34,3.4,3.43,-,,,
Table 138,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,1.02,1.36,0.56,0.9,0.52,0.97,1.09,0.93,1.17,0.89,0.82,0.96,0.96,0.98,1.01,0.98,-,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,48,26,22,7,7,15,8,4,5,9,22,8,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,49*,27**,22**,7**,7**,16**,9**,3**,6**,8**,19**,8**,9**,13**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,NET: Trust,21,13,8,3,3,7,3,2,3,2,6,6,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,5 - Trust completely,4,4,-,1,1,2,-,-,-,1,2,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,4,17,9,8,2,2,5,3,2,3,2,4,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,3,22,10,11,3,3,7,4,2,2,4,10,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,2,6,4,2,1,1,2,2,-,-,2,3,-,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,NET: Do not trust,6,4,2,1,1,2,2,-,-,2,3,-,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,Mean,3.4,3.5,3.29,3.51,3.51,3.49,3.19,3.49,3.58,3.21,3.24,3.71,2.93,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: Magazines,ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,0.82,0.94,0.64,0.97,0.97,0.91,0.77,0.59,0.54,0.92,0.85,0.48,0.83,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
