table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 9th to 13th April 2020,I don't notice where the information is coming from,15,8,7,2,2,7,3,1,-,2,3,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,Unweighted base,186,114,72,48,45,47,37,23,16,15,65,39,40,42,20,6,20,8,23,15,8,12,31,26,14,3,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,Weighted base,187,116*,70*,57*,55*,45*,33*,20**,14**,17**,64*,39*,35*,49*,20**,6**,22**,6**,24**,15**,7**,16**,31**,25**,12**,3**,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,"Directly from official sources such as NHS, Government etc",85,55,30,25,22,23,15,7,8,8,31,21,13,21,11,5,8,3,11,7,3,5,16,11,3,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",78,47,30,26,25,18,15,5,6,7,30,15,12,20,6,3,6,2,16,4,4,5,16,12,4,1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,Opinions from a person you don't know,58,35,23,12,11,15,13,6,8,3,14,10,13,20,3,1,5,4,10,3,1,5,9,12,4,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",48,31,17,22,21,8,10,3,4,-,18,10,6,14,3,2,5,1,5,*,2,6,9,8,6,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,Opinions from a person you know,47,30,17,17,16,11,9,2,6,1,17,5,10,15,7,2,4,1,7,2,2,6,8,6,2,-,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,Facts forwarded/ posted/ shared from a person you know,45,30,15,6,6,15,11,5,6,2,15,7,11,12,7,-,7,2,7,2,-,1,10,7,2,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,Facts forwarded/ posted/ shared from a person you don't know,43,23,19,16,15,8,11,5,2,-,15,11,5,11,2,1,1,3,7,3,2,2,7,9,5,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",39,26,13,19,18,4,7,5,4,1,20,7,8,5,1,2,5,1,6,2,3,1,6,5,4,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,Weighted base,187,116*,70*,57*,55*,45*,33*,20**,14**,17**,64*,39*,35*,49*,20**,6**,22**,6**,24**,15**,7**,16**,31**,25**,12**,3**,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 11,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 11th to 13th September 2020,I don't notice where the information is coming from,12,8,4,3,3,4,1,1,1,3,3,3,3,3,1,-,2,-,-,3,-,-,2,5,-,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,Unweighted base,196,116,80,51,41,46,42,30,16,11,67,60,29,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,189,104*,85*,52*,42*,45*,39*,28**,15**,10**,63*,56*,36**,34**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",76,39,37,25,18,19,12,14,3,3,22,23,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,"Directly from official sources such as NHS, Government etc",73,37,37,24,17,14,12,14,6,3,25,22,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,Opinions from a person you don't know,60,36,24,15,14,6,14,16,7,2,22,12,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",37,19,19,12,9,12,7,3,3,1,20,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,Facts forwarded/ posted/ shared from a person you don't know,37,25,13,10,9,3,10,7,8,-,12,8,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",34,20,14,9,8,10,4,7,1,3,16,8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,Facts forwarded/ posted/ shared from a person you know,29,13,16,6,5,6,6,4,1,5,10,7,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,Opinions from a person you know,28,16,12,4,4,9,9,5,-,1,11,8,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 17th to 19th April 2020,I don't notice where the information is coming from,10,6,4,2,2,1,3,1,1,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,202,123,79,54,50,52,33,28,19,16,64,51,38,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,199,118,81*,58*,52*,47*,35**,25**,18**,15**,61*,51*,45**,43*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",84,51,33,25,25,25,15,9,7,5,26,23,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,"Directly from official sources such as NHS, Government etc",76,45,31,20,18,21,17,9,4,4,30,15,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,Opinions from a person you don't know,64,37,27,15,10,17,14,6,7,6,26,14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,Facts forwarded/ posted/ shared from a person you don't know,46,22,24,14,11,6,5,8,6,6,19,11,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,Facts forwarded/ posted/ shared from a person you know,33,19,14,6,6,5,6,7,5,3,11,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,Opinions from a person you know,32,22,10,12,12,4,7,4,3,3,12,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",32,26,6,5,5,10,5,9,1,3,7,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",27,20,7,12,12,7,6,1,1,1,12,11,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 15th to 17th May 2020,I don't notice where the information is coming from,9,4,5,5,3,4,-,-,-,-,4,3,1,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,218,136,82,54,48,44,45,30,24,21,63,69,39,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,221,143,79*,56*,49*,56*,44*,25**,21**,19**,67*,66*,37*,52*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",102,68,33,21,17,30,19,13,8,11,33,33,10,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,"Directly from official sources such as NHS, Government etc",93,57,35,25,20,25,19,8,7,8,26,29,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,Opinions from a person you don't know,67,39,28,17,16,16,14,11,6,3,24,17,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",45,30,15,9,8,16,10,5,3,2,13,11,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",42,34,9,4,4,11,14,6,7,2,14,14,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,Facts forwarded/ posted/ shared from a person you don't know,38,23,14,10,9,8,5,9,4,3,10,9,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,Opinions from a person you know,32,20,12,7,6,10,7,4,2,1,7,8,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,Facts forwarded/ posted/ shared from a person you know,30,17,13,7,7,9,4,7,1,2,5,10,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 10,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 29th to 31st May 2020,I don't notice where the information is coming from,19,8,11,5,5,5,4,*,2,4,6,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,178,130,48,34,29,47,40,19,17,21,55,50,36,37,20,3,19,17,10,17,10,12,34,20,14,2,,32,93,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,182,128,53*,38*,31**,50*,41*,18**,17**,17**,52*,55*,38*,36**,19**,5**,17**,19**,12**,15**,9**,11**,29*,28**,14**,2**,,30**,88*,45*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",74,53,22,20,15,16,20,8,4,6,23,23,16,12,6,1,7,9,7,5,5,5,14,8,7,1,,14,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from official sources such as NHS, Government etc",74,46,27,25,20,17,17,10,3,1,24,21,11,17,5,5,9,11,7,6,3,2,14,8,3,-,,13,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,Opinions from a person you don't know,54,39,15,10,10,16,15,6,4,4,17,15,10,11,6,3,4,5,4,3,3,5,8,7,5,1,,11,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,Facts forwarded/ posted/ shared from a person you don't know,40,32,7,6,4,10,15,2,2,4,14,11,12,3,7,2,3,3,1,1,*,2,5,13,3,-,,6,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",36,29,7,2,2,12,9,5,3,5,9,12,8,7,3,-,7,2,3,2,4,2,8,5,-,1,,3,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",35,21,14,10,9,9,7,3,1,4,10,13,4,8,1,1,2,6,4,5,1,3,9,4,-,-,,6,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,Opinions from a person you know,34,22,12,6,5,10,8,4,2,4,16,10,3,5,2,5,2,7,-,4,1,3,7,2,2,-,,5,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,Facts forwarded/ posted/ shared from a person you know,33,19,14,10,9,5,9,3,3,2,11,12,5,4,-,5,1,6,2,4,2,1,8,2,3,-,,4,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,182,128,53*,38*,31**,50*,41*,18**,17**,17**,52*,55*,38*,36**,19**,5**,17**,19**,12**,15**,9**,11**,29*,28**,14**,2**,,30**,88*,45*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,I don't notice where the information is coming from,12,11,1,3,3,1,3,1,3,1,3,3,4,3,3,-,-,2,-,1,1,1,2,2,-,-,,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 27,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,90,119,57,84,128,178,105,49,46,73,91,142,12,33,18,3,90,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 27,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,87*,120,56*,83*,129,182,109*,47*,51*,72*,89*,142,11**,34**,17**,2**,87*,53*,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 27,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,37,49,24,30,50,74,42,17,15,34,33,59,1,19,8,1,35,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 27,Q4a. Types of news/information seen on social media and search engines in last week: YouTube,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from official sources such as NHS, Government etc",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,37,45,31,40,61,74,57,24,25,31,41,57,1,13,7,1,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
