table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,992,489,503,192,171,201,173,157,117,152,285,275,202,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 29th to 31st May 2020,NET: Each time / most times / sometimes,754,365,389,160,141,167,141,119,76,91,209,220,163,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 29th to 31st May 2020,Each time / most times,249,100,149,61,51,55,52,39,20,22,57,69,51,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 29th to 31st May 2020,Sometimes,505,265,240,99,90,112,89,80,55,69,152,150,112,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 29th to 31st May 2020,Rarely,158,77,81,27,24,23,29,24,21,33,47,37,27,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 29th to 31st May 2020,Never,34,18,17,2,2,7,2,10,8,5,7,11,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 29th to 31st May 2020,I do not use social media,46,29,17,3,3,3,1,3,12,23,23,7,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,1009,494,515,152,135,198,194,159,130,176,302,260,204,243,107,38,128,77,65,78,46,107,127,119,86,31,,195,458,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,1015,493,522,160,138,204,189,177,127,157,294,278,208,235,100*,40*,119,86*,76*,72*,42*,98*,116,146,88*,31**,,189,428,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Each time / most times / sometimes,787,375,412,133,114,161,152,138,87,115,235,220,150,182,76,32,94,69,63,55,31,73,88,117,62,26,,155,341,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Each time / most times,320,141,179,67,54,62,59,58,28,46,98,83,62,78,36,12,32,30,29,25,17,26,36,42,24,10,,64,135,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Sometimes,467,233,234,66,60,99,93,80,59,69,137,138,88,104,40,20,62,38,34,30,14,47,52,75,39,16,,90,207,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Rarely,157,80,76,26,24,33,28,27,23,21,42,37,42,36,15,7,17,9,11,13,5,16,20,21,18,3,,20,64,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Never,29,11,18,1,1,5,6,10,7,1,5,10,9,5,4,1,-,1,1,3,2,6,3,3,3,2,,8,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,I do not use social media,42,27,15,-,-,6,3,2,11,20,12,11,7,12,4,1,8,7,-,2,4,3,4,5,5,-,,6,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 48,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,538,745,345,464,808,178,613,163,163,368,445,892,27,269,108,49,473,254,,,,,,,,,,,,,,,,,,,,,
Table 48,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,538,745,336,459,814,182,617,156,163,371,439,894,25**,272,106*,44*,464,265,,,,,,,,,,,,,,,,,,,,,
Table 48,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Each time / most times / sometimes,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,423,577,264,367,667,147,505,130,133,290,339,697,20,207,84,36,371,197,,,,,,,,,,,,,,,,,,,,,
Table 48,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Each time / most times,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,172,229,112,174,285,75,232,59,63,121,147,282,10,72,23,18,164,69,,,,,,,,,,,,,,,,,,,,,
Table 48,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Sometimes,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,252,348,152,193,381,72,273,71,70,170,192,415,10,136,61,18,208,128,,,,,,,,,,,,,,,,,,,,,
Table 48,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Rarely,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,72,114,47,61,122,22,97,19,22,61,64,133,5,39,17,7,66,43,,,,,,,,,,,,,,,,,,,,,
Table 48,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Never,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,18,20,9,11,21,4,16,1,3,8,15,26,-,9,3,2,11,10,,,,,,,,,,,,,,,,,,,,,
Table 48,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,I do not use social media,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,26,34,16,19,4,9,-,7,5,11,21,39,-,17,3,*,15,16,,,,,,,,,,,,,,,,,,,,,
Table 49,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,106,102,91,163,76,61,411,407,338,226,827,259,906,945,970,1008,-,,,
Table 49,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,105*,98*,90*,162,73*,61*,409,408,341,222,820,255,912,955,979,1013,-**,,,
Table 49,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Each time / most times / sometimes,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,90,87,74,133,58,54,338,315,272,183,646,201,719,745,765,787,-,,,
Table 49,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Each time / most times,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,42,44,35,63,30,29,151,136,124,81,275,85,296,308,310,320,-,,,
Table 49,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Sometimes,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,48,43,39,70,29,26,187,179,148,102,371,117,423,437,455,467,-,,,
Table 49,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Rarely,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,8,6,18,10,6,48,65,57,29,115,34,130,142,148,156,-,,,
Table 49,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,Never,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,6,5,1,1,8,9,3,4,24,8,25,28,26,29,-,,,
Table 49,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 22nd to 24th May 2020,I do not use social media,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,5,6,4,-,14,19,9,7,35,12,37,41,41,42,-,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,819,431,388,155,142,197,146,118,99,104,241,229,149,200,85,25,79,65,69,63,44,65,128,104,60,32,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,834,428,405,167,153,186,157,135*,88*,101*,236,240,166,191,82*,27**,91*,72*,68*,67*,38*,67*,122,110*,65*,23**,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 11th April 2021,NET: Each time / most times / sometimes,696,359,338,157,142,161,133,100,67,78,211,203,142,141,62,20,80,63,58,52,31,57,114,89,52,18,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 11th April 2021,Each time I go onto social media,123,62,61,33,31,30,24,17,7,12,34,21,40,28,7,2,17,11,20,9,4,6,23,17,6,3,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 11th April 2021,Most times,268,151,117,66,62,71,43,33,26,28,86,85,52,45,29,5,28,33,19,18,11,25,42,32,21,6,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 11th April 2021,Sometimes,305,146,159,58,49,60,66,50,33,37,90,96,50,68,26,14,35,19,19,25,16,26,49,40,25,9,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 11th April 2021,Rarely,111,56,55,9,9,20,16,31,17,18,19,31,24,37,16,4,9,9,8,10,6,10,6,15,12,5,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 11th April 2021,Never,22,10,12,1,1,5,7,2,3,4,5,6,-,11,1,3,2,1,2,4,1,1,3,6,1,-,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 11th April 2021,I do not use social media,5,4,*,1,1,-,-,1,1,2,1,-,*,3,2,-,-,1,-,-,1,-,-,*,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,1033,490,543,150,131,208,237,189,124,125,304,306,197,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,1024,498,526,200,176,208,200,164,118,134,283,298,198,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 7th June 2020,NET: Each time / most times / sometimes,786,368,418,169,148,167,171,115,81,84,220,241,146,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 7th June 2020,Each time / most times,294,127,167,58,49,62,69,50,24,30,81,97,51,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 7th June 2020,Sometimes,492,241,251,112,100,104,102,65,56,54,140,145,96,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 7th June 2020,Rarely,174,96,77,27,23,35,22,38,26,26,41,42,40,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 7th June 2020,Never,25,9,16,4,4,3,4,3,4,7,8,4,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 17,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 5th to 7th June 2020,I do not use social media,40,25,15,-,-,3,4,9,8,17,14,10,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,784,369,415,155,143,171,147,128,93,90,237,204,149,194,57,36,79,61,81,55,39,74,113,101,58,30,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,799,392,407,168,156,183,151,129,85*,83*,230,228,149,192,60*,39**,90*,66*,79*,57*,35*,80*,111*,98*,61*,24**,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 12th to 14th March 2021,NET: Each time / most times / sometimes,670,322,348,155,144,164,131,94,68,56,184,198,120,167,44,35,76,58,69,43,32,72,93,81,48,20,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 12th to 14th March 2021,Each time I go onto social media,118,47,71,36,34,38,25,8,8,3,25,37,24,32,7,9,12,15,13,5,4,15,12,15,7,4,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 12th to 14th March 2021,Most times,264,129,135,62,57,69,45,39,30,18,81,73,51,60,23,13,30,24,27,19,14,26,35,31,15,9,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 12th to 14th March 2021,Sometimes,287,145,142,58,52,57,61,47,29,35,78,88,46,76,14,14,34,19,29,19,15,30,45,36,25,8,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 12th to 14th March 2021,Rarely,100,54,46,12,11,16,12,26,15,20,38,22,24,16,12,3,10,5,10,12,1,6,10,15,13,2,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 12th to 14th March 2021,Never,19,11,8,-,-,2,6,8,2,2,6,5,1,6,1,1,3,1,-,2,2,1,5,1,-,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 12th to 14th March 2021,I do not use social media,11,6,5,1,1,1,2,1,-,5,1,4,4,2,4,-,1,1,-,-,-,1,2,1,-,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 18,"Q4b1. When you go onto social media, how often are you coming across/seeing information in the form of banners, pop-ups and upfront notices about Coronavirus from official sources,",ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,788,373,415,151,140,180,150,111,96,100,242,217,154,175,80,32,90,54,57,53,43,72,126,115,44,22,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
