table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 11th to 13th September 2020,Standard deviation Standard error,0.78,0.86,0.61,0.74,0.74,0.95,1.13,0.75,0.72,0,0.71,0.65,1.03,0.68,0.69,0.62,0.53,0.7,0.66,0.81,-,0.85,1.8,0.9,0.62,1.59,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,35,20,15,5,5,9,7,3,5,6,12,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,35**,20**,15**,6**,6**,9**,9**,2**,3**,6**,12**,9**,8**,5**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,NET: Trust,20,13,7,4,4,5,7,1,3,1,5,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,5 - Trust completely,5,4,1,1,1,-,2,-,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,4,16,9,6,3,3,5,5,1,2,-,4,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,3,12,5,7,2,2,5,2,2,-,3,6,4,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,2,2,2,-,-,-,-,-,-,-,2,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,2,2,-,-,-,-,-,-,-,2,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,Mean,3.65,3.71,3.57,3.8,3.8,3.49,4.02,3.37,4.45,2.88,3.34,3.78,3.89,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,0.8,0.91,0.64,0.69,0.69,0.53,0.67,0.63,0.6,1.06,0.77,0.77,0.83,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,42,21,21,5,5,9,8,9,3,8,11,10,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,39*,19**,20**,6**,6**,8**,7**,9**,2**,8**,8**,11**,9**,11**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,27,14,13,4,4,5,5,7,1,6,5,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,6,3,3,1,1,1,-,3,-,1,2,-,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,4,21,11,10,3,3,4,5,4,1,5,3,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,3,10,3,7,*,*,3,1,2,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,2,2,2,1,2,2,-,1,-,-,-,-,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,1,1,-,-,-,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,3,2,1,2,2,-,1,-,-,-,-,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,Mean,3.74,3.74,3.73,3.58,3.58,3.76,3.45,4.03,3.25,3.9,3.9,3.48,3.8,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,0.85,0.98,0.74,1.2,1.2,0.72,1.08,0.79,0.57,0.66,0.82,0.77,0.84,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,38,26,12,5,5,5,5,9,4,10,6,9,6,17,3,1,5,3,3,3,2,5,6,2,4,1,,8,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,35*,25**,11**,4**,4**,5**,4**,7**,4**,10**,7**,7**,6**,15**,2**,1**,5**,3**,3**,3**,2**,4**,5**,3**,4**,1**,,7**,17**,4**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,20,14,6,2,2,2,3,5,4,5,3,3,3,11,1,-,2,3,1,1,1,3,3,3,1,1,,5,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,5,3,1,-,-,1,-,2,1,1,-,1,1,2,-,-,*,1,-,-,-,1,*,1,1,1,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,4,15,10,5,2,2,1,3,3,3,3,3,2,2,9,1,-,2,2,1,1,1,2,2,2,-,-,,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,3,15,11,4,3,3,3,1,2,-,5,4,5,3,4,-,1,2,-,2,2,1,1,2,-,3,-,,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,2,1,-,1,-,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,1,-,1,-,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.68,3.69,3.64,3.36,3.36,3.52,3.68,3.83,4.17,3.59,3.4,3.56,3.54,3.9,3.37,3,3.59,4.25,3.39,3.3,3.46,4.05,3.62,4.29,3.34,5,,3.81,3.68,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 148,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.73,0.71,0.82,0.55,0.55,0.88,0.53,0.95,0.44,0.74,0.53,0.83,0.96,0.66,-,-,0.72,0.55,0.59,0.56,0.67,0.72,0.7,0.58,0.87,-,,0.69,0.82,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,28,32,13,16,20,5,18,7,9,11,21,38,1,13,2,-,17,11,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,35*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33*,25**,28**,11**,16**,19**,6**,17**,8**,10**,12**,20**,35*,1**,11**,2**,-**,17**,8**,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,15,14,8,7,13,4,13,4,7,5,10,20,-,8,2,-,8,6,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,2,*,3,-,3,1,1,-,3,5,-,3,1,-,1,3,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,10,6,6,10,4,10,4,6,5,8,15,-,5,1,-,7,3,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,10,13,3,8,6,2,4,3,3,7,9,15,1,3,-,-,8,3,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-,1,-,-,-,-,-,1,1,1,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-,1,-,-,-,-,-,1,1,1,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,3.7,3.66,3.89,3.42,3.87,3.63,3.95,3.69,3.76,3.36,3.63,3.68,3,3.96,4.45,-,3.47,4.03,,,,,,,,,,,,,,,,,,,,,
Table 149,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.76,0.79,0.69,0.63,0.68,0.53,0.66,0.67,0.59,0.6,0.77,0.73,-,0.78,0.68,-,0.65,0.86,,,,,,,,,,,,,,,,,,,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,4,8,6,5,15,15,7,8,30,9,36,35,36,38,-,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,35*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4**,6**,3**,5**,7**,7**,4**,14**,14**,6**,6**,27**,8**,34*,32*,34*,35*,-**,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,2,5,1,4,7,3,4,16,6,18,19,19,20,-,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-,1,-,1,1,1,1,2,5,1,5,5,5,5,-,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,5,1,3,5,2,2,12,5,14,14,14,15,-,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,5,3,3,10,6,3,2,10,2,15,13,14,15,-,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,1,-,-,-,1,1,-,-,1,1,1,1,1,1,-,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,1,-,-,-,1,1,-,-,1,1,1,1,1,1,-,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,3.61,3.57,3.25,3.41,3.64,3.46,3.31,3.56,3.65,4,3.75,3.73,3.66,3.71,3.68,3.68,-,,,
Table 150,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.74,0.96,0.75,0.72,0.51,0.84,0.72,0.77,0.76,0.93,0.77,0.82,0.75,0.74,0.74,0.73,-,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,43,13,30,5,5,13,7,8,7,3,15,15,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,45*,14**,31**,5**,5**,14**,8**,7**,8**,3**,13**,14**,10**,8**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,NET: Trust,29,8,22,3,3,11,3,5,6,1,10,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,5 - Trust completely,10,1,9,-,-,2,2,1,4,1,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,4,20,6,13,3,3,9,1,4,2,-,8,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,3,12,5,7,2,2,3,1,2,2,2,3,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,2,2,2,-,-,-,-,2,-,-,-,-,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,1 - Do not trust at all,2,-,2,-,-,-,2,-,-,-,-,1,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,NET: Do not trust,4,2,2,-,-,-,4,-,-,-,-,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,Mean,3.73,3.5,3.83,3.59,3.59,3.95,2.74,3.86,4.16,3.92,3.87,3.56,3.83,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 47,Q5. Trust in the sources for information/news about Coronavirus used in last week: Community Radio,ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,1.03,0.82,1.1,0.55,0.55,0.58,1.69,0.72,0.88,1.2,0.64,0.91,1.09,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
