table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 112,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 15th to 17th May 2020,No,1529,764,766,230,200,292,241,242,194,331,466,441,317,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 15th to 17th May 2020,Prefer not to say,75,29,46,17,14,7,14,13,14,9,10,16,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 141,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,2119,1016,1103,261,229,328,340,383,329,478,554,596,460,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 141,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,2119,1036,1083,292,253,354,328,364,305,475,576,597,430,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 141,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 29th to 31st May 2020,NET: Yes,473,220,252,37,30,47,65,111,75,139,97,110,84,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 141,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 29th to 31st May 2020,Yes - physical condition,301,139,162,9,6,15,25,80,62,110,67,62,52,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 141,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 29th to 31st May 2020,Yes - mental condition,203,92,112,28,24,37,46,55,24,13,32,44,33,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 141,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 29th to 31st May 2020,Yes - disability,146,67,79,8,5,13,14,47,22,43,25,33,17,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 141,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 29th to 31st May 2020,Yes - other,17,6,10,2,2,-,1,3,2,9,4,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 141,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 29th to 31st May 2020,No,1604,795,809,246,214,295,259,250,223,331,468,475,337,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 141,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 29th to 31st May 2020,Prefer not to say,42,21,21,10,9,11,5,3,8,6,11,13,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 422,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,1038,1055,264,232,340,332,333,308,516,585,546,430,532,195,78,247,150,170,165,105,217,289,243,173,61,,341,911,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 422,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,1023,1070,289,247,349,324,360,301,469,569,590,425,509,175,83*,231,171,183,150,99*,197,276,286,179,63*,,330,849,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 422,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Yes,464,204,260,43,32,62,67,91,83,118,91,121,84,168,38,22,54,38,36,38,29,38,48,61,43,20,,46,108,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 422,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - physical condition,303,124,179,13,6,25,36,69,58,101,63,79,53,109,23,18,35,24,26,20,23,27,30,37,24,16,,27,57,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 422,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - mental condition,191,81,110,33,26,41,36,47,26,8,30,45,33,83,15,10,25,15,16,12,13,13,22,24,16,10,,22,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 422,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - disability,128,53,74,8,2,15,16,23,30,36,20,37,23,48,12,8,16,14,7,12,6,10,18,10,11,3,,7,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 422,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - other,13,11,2,1,-,2,2,3,2,3,6,2,2,2,1,-,2,*,*,2,-,-,2,1,4,-,,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 422,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,No,1583,791,792,239,210,280,247,258,213,345,470,456,335,322,131,60,175,128,144,108,70,154,219,222,131,41,,277,722,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 422,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Prefer not to say,46,28,18,7,5,7,10,10,5,6,9,13,6,19,6,2,3,4,3,4,1,5,9,4,4,2,,7,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 423,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1021,1578,636,720,808,178,613,163,163,562,625,1859,35,687,244,99,834,656,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 423,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 423,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Yes,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,220,326,135,180,187,43,152,25,39,119,144,413,4,141,41,16,182,148,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 423,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - physical condition,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,162,224,92,123,117,19,94,16,21,77,94,274,3,100,26,10,121,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 423,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - mental condition,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,75,122,48,74,83,25,67,11,17,44,61,164,1,53,20,7,69,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 423,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - disability,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,64,86,47,49,51,8,36,9,11,29,38,120,-,39,5,2,45,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 423,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - other,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,9,4,4,4,1,1,2,1,4,3,11,-,5,2,-,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 423,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,No,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342,777,1207,474,527,609,136,450,128,121,434,465,1401,28,530,194,82,611,513,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 423,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Prefer not to say,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,19,31,11,17,18,3,15,4,4,12,12,40,1,10,8,2,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 424,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,168,145,133,273,124,105,691,785,691,450,1682,479,1876,1969,2019,2092,-,,,,,,,,,
Table 424,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**,,,,,,,,,
Table 424,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Yes,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,38,23,37,63,27,20,185,179,152,80,373,120,418,443,449,464,-,,,,,,,,,
Table 424,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - physical condition,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,21,15,28,41,17,11,115,115,98,51,250,74,275,291,296,303,-,,,,,,,,,
Table 424,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - mental condition,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,14,7,10,21,11,9,82,79,68,30,148,49,177,183,181,191,-,,,,,,,,,
Table 424,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - disability,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,6,7,18,6,4,54,47,45,22,105,29,115,122,125,128,-,,,,,,,,,
Table 424,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Yes - other,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,*,-,-,1,1,-,6,5,5,2,9,5,11,13,13,13,-,,,,,,,,,
Table 424,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,No,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,123,115,89,194,88,81,485,582,529,353,1263,347,1421,1488,1531,1581,-,,,,,,,,,
Table 424,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 22nd to 24th May 2020,Prefer not to say,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,4,9,2,1,15,18,16,10,33,11,37,43,41,46,-,,,,,,,,,
Table 102,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 3rd to 5th April 2020,Unweighted base,2125,1067,1058,274,243,347,295,365,334,510,516,606,460,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 3rd to 5th April 2020,Weighted base,2125,1039,1086,293,259,354,329,365,306,477,578,599,431,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Yes,484,201,283,49,46,46,57,93,96,142,96,115,88,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Do you have a longstanding physical or mental condition or disability that has lasted or is likely to last 12 months,ONLINE Fieldwork: 3rd to 5th April 2020,Yes - physical condition,319,136,184,12,10,22,32,63,75,116,58,67,67,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
