table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 116,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 11th to 13th September 2020,Standard deviation Standard error,1.26,1.32,1.19,1.2,1.21,1.22,1.33,1.28,1.26,1.19,1.28,1.26,1.26,1.24,1.25,1.22,1.24,1.29,1.23,1.24,1.24,1.25,1.24,1.24,1.3,1.3,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,2119,1016,1103,261,229,328,340,383,329,478,554,596,460,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,2119,1036,1083,292,253,354,328,364,305,475,576,597,430,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,NET: Agree,490,272,219,71,64,87,89,94,59,91,141,127,105,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,Strongly agree      (+2),179,95,84,24,24,37,37,30,27,25,54,42,43,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,Slightly agree      (+1),311,177,134,47,40,50,51,64,33,67,87,85,61,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,Neither agree nor    (0) disagree,499,233,266,75,65,105,82,87,58,92,106,136,121,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,Slightly disagree   (-1),470,225,245,71,59,66,71,81,74,109,123,151,95,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,Strongly disagree   (-2),659,306,354,76,65,96,87,103,114,184,206,183,109,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,NET: Disagree,1129,531,599,146,124,162,158,184,187,292,329,334,204,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,Mean,,,-0.6,,,,,,-0.71,-0.76,-0.59,-0.58,,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,1.29,1.31,1.27,1.26,1.28,1.3,1.33,1.29,1.3,1.24,1.35,1.25,1.28,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,1038,1055,264,232,340,332,333,308,516,585,546,430,532,195,78,247,150,170,165,105,217,289,243,173,61,,341,911,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,1023,1070,289,247,349,324,360,301,469,569,590,425,509,175,83*,231,171,183,150,99*,197,276,286,179,63*,,330,849,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Agree,443,252,191,59,53,95,64,69,56,100,118,112,105,109,25,21,52,48,38,39,18,36,47,67,43,8,,62,202,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Strongly agree      (+2),155,93,62,9,9,40,28,22,22,33,41,41,43,30,13,6,16,14,14,16,3,12,19,22,15,4,,20,79,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Slightly agree      (+1),289,159,129,50,44,55,36,47,34,67,77,71,62,79,12,16,35,35,25,23,15,24,28,45,27,4,,42,123,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Neither agree nor    (0) disagree,533,261,272,71,60,100,93,95,78,98,127,156,114,136,40,16,67,42,47,38,18,57,86,70,41,11,,78,251,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Slightly disagree   (-1),508,230,278,95,76,83,78,76,66,112,154,159,89,106,46,16,58,40,42,39,29,48,58,66,54,14,,90,188,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Strongly disagree   (-2),608,279,329,64,58,72,90,120,102,160,171,163,117,158,63,30,55,39,56,34,34,57,85,83,41,30,,101,208,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Disagree,1116,510,607,159,134,155,168,196,168,271,324,323,206,263,109,46,113,80,97,73,62,105,143,149,95,44,,190,396,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,,,-0.64,-0.54,-0.53,,-0.51,-0.63,-0.63,-0.63,-0.59,-0.57,,-0.55,-0.77,-0.59,,,,,-0.75,,,,,-0.98,,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 303,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,1.25,1.28,1.2,1.11,1.14,1.27,1.24,1.24,1.26,1.27,1.24,1.21,1.3,1.24,1.23,1.34,1.21,1.26,1.26,1.29,1.17,1.2,1.22,1.27,1.24,1.23,,1.21,1.25,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1021,1578,636,720,808,178,613,163,163,562,625,1859,35,687,244,99,834,656,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Agree,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,204,298,135,160,172,61,143,47,37,114,125,373,13,112,42,31,216,108,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Strongly agree      (+2),155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,54,88,49,48,67,27,53,18,14,44,46,118,9,25,10,13,84,27,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Slightly agree      (+1),289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,150,210,85,112,106,34,89,29,22,71,79,255,4,87,32,18,132,81,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Neither agree nor    (0) disagree,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,247,382,113,151,198,48,159,32,32,128,139,453,7,177,60,16,175,147,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Slightly disagree   (-1),508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,244,408,152,173,214,34,157,44,55,151,181,469,5,184,66,28,196,174,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Strongly disagree   (-2),608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,320,475,220,240,230,39,159,34,40,171,176,559,6,209,77,24,221,244,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Disagree,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,564,883,372,413,444,73,316,77,95,322,357,1028,12,392,142,52,417,418,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.61,-0.62,-0.62,-0.66,-0.62,,,,,-0.51,-0.59,-0.58,,0.11,-0.68,-0.69,,,-0.78,,,,,,,,,,,,,,,,,,,,,
Table 304,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1.22,1.2,1.3,1.27,1.25,1.34,1.25,1.31,1.24,1.25,1.23,1.23,1.49,1.14,1.16,1.37,1.32,1.17,,,,,,,,,,,,,,,,,,,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,168,145,133,273,124,105,691,785,691,450,1682,479,1876,1969,2019,2092,-,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Agree,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,48,46,38,61,34,33,145,249,206,443,346,136,371,398,412,443,-,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Strongly agree      (+2),155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,14,17,18,24,12,11,58,96,95,155,110,44,127,131,136,155,-,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Slightly agree      (+1),289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,34,29,20,37,22,22,87,153,111,289,236,91,244,267,276,289,-,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Neither agree nor    (0) disagree,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,41,36,29,52,30,20,152,209,191,-,365,130,470,498,513,532,-,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Slightly disagree   (-1),508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,43,30,29,76,26,30,180,182,147,-,438,117,461,487,493,508,-,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Strongly disagree   (-2),608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,33,28,33,78,27,18,210,139,153,-,520,95,574,592,603,608,-,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Disagree,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,76,58,62,154,53,49,390,322,300,-,959,212,1035,1079,1096,1116,-,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,,,-0.58,,,1.35,-0.61,,-0.59,-0.58,,-0.54,-,,,
Table 305,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.24,1.3,1.37,1.29,1.3,1.27,1.27,1.27,1.32,0.48,1.24,1.24,1.23,1.23,1.23,1.25,-,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,2121,1075,1046,262,231,362,323,335,342,497,615,578,401,527,184,77,215,161,188,150,131,204,290,276,169,76,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,2121,1037,1084,293,257,354,329,365,305,475,577,598,431,515,177,84*,235,173,185,152,101,200,280,290,181,64*,1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,NET: Agree,437,242,194,69,66,91,88,84,48,57,119,112,103,103,36,24,51,36,33,25,24,32,64,64,32,16,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Strongly agree      (+2),144,83,61,13,10,35,26,36,18,17,43,30,28,43,13,12,15,16,14,10,5,9,21,12,10,5,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Slightly agree      (+1),293,160,133,57,56,56,62,48,31,40,76,83,74,60,23,12,37,20,19,15,19,22,43,52,22,10,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Neither agree nor    (0) disagree,573,258,315,98,82,104,95,114,67,94,133,168,130,142,57,23,64,54,43,44,21,44,79,80,48,14,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Slightly disagree   (-1),540,267,274,69,57,99,81,80,88,123,163,148,100,129,44,20,60,36,58,45,27,56,55,79,47,14,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Strongly disagree   (-2),571,270,301,56,52,60,66,86,102,201,161,170,98,143,40,17,60,46,52,37,29,67,81,67,54,21,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,NET: Disagree,1112,537,575,125,109,160,146,167,190,324,324,318,198,271,84,37,119,82,109,83,56,123,136,146,101,34,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Mean,,-0.46,-0.57,,,,,,,-0.95,-0.56,-0.58,,-0.52,,,,,-0.62,-0.56,-0.56,-0.75,,,-0.62,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 132,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,1.21,1.25,1.18,1.12,1.14,1.2,1.21,1.25,1.19,1.13,1.23,1.18,1.2,1.24,1.19,1.32,1.2,1.26,1.21,1.16,1.23,1.17,1.26,1.15,1.19,1.32,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,2126,1014,1112,222,190,341,393,415,314,441,616,610,426,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Q12. To what extent do you agree or disagree with the following statements? The mainstream media is exaggerating the seriousness of Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,2126,1040,1086,293,252,355,329,366,306,477,579,599,432,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
