table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 153,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 11th to 13th September 2020,Jewish,12,4,8,*,*,2,-,3,2,6,2,4,1,5,-,1,-,2,-,-,-,3,7,-,1,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 153,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 11th to 13th September 2020,Sikh,6,1,4,3,1,2,1,-,-,-,2,-,-,4,-,-,1,-,-,3,-,-,2,-,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 153,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 11th to 13th September 2020,Buddhist,17,8,9,-,-,2,3,5,3,4,5,6,3,3,1,1,3,-,-,1,2,2,2,4,1,-,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 153,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 11th to 13th September 2020,Other,27,14,12,3,3,3,4,4,6,7,4,8,3,12,2,1,4,1,5,1,2,2,5,1,1,-,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 153,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 11th to 13th September 2020,Weighted base,2098,1026,1072,289,249,350,325,361,302,471,570,592,426,510,175,83*,232,171,183,151,100*,197,277,287,179,63*,1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 153,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 11th to 13th September 2020,Prefer not to say,51,27,24,19,16,15,4,6,2,5,14,22,6,9,2,-,3,6,5,7,3,2,15,5,4,-,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,Unweighted base,2136,1106,1030,299,268,338,352,370,311,466,629,639,307,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,2136,1045,1091,295,268,357,331,367,308,479,581,602,434,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,Christian,963,466,498,82,79,108,136,162,168,308,260,251,207,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,NET: Other,149,88,62,23,20,42,33,29,9,14,40,37,34,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,Muslim,71,45,26,10,10,27,19,12,3,-,11,18,24,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,Hindu,19,11,8,4,3,5,4,5,-,1,9,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,Jewish,16,11,5,1,1,2,-,2,2,9,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,Sikh,8,6,2,1,-,1,3,3,-,-,2,-,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,Buddhist,18,8,10,1,1,4,3,5,1,4,7,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,Other,16,6,10,6,6,3,4,1,2,-,7,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 93,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 17th to 19th April 2020,Prefer not to say,51,28,23,11,7,16,9,6,5,4,12,18,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,2105,1038,1067,258,227,355,349,371,307,465,608,570,407,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,2105,1029,1076,290,248,351,326,362,303,472,573,594,427,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,Christian,959,439,519,72,68,92,120,168,183,323,256,289,186,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,NET: Other,143,63,79,37,31,32,34,19,9,11,44,32,35,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,Muslim,69,39,30,14,13,28,21,4,2,-,24,11,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,Hindu,18,4,13,10,5,1,4,2,1,-,5,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,Jewish,13,5,7,4,4,-,4,1,1,3,7,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,Sikh,6,4,2,4,4,-,-,2,-,-,1,3,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,Buddhist,11,3,7,3,3,2,1,1,3,2,1,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,Other,27,8,19,2,2,2,4,9,3,7,6,4,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 15th to 17th May 2020,Prefer not to say,51,35,16,14,9,11,7,9,3,7,14,12,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,2119,1016,1103,261,229,328,340,383,329,478,554,596,460,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,2119,1036,1083,292,253,354,328,364,305,475,576,597,430,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,Christian,994,467,527,82,75,125,120,188,172,309,270,279,206,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,NET: Other,162,90,71,32,27,41,36,20,16,16,47,45,33,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,Muslim,75,45,30,16,14,29,24,5,-,1,22,19,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,Hindu,18,8,9,8,6,5,4,*,-,-,7,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,Jewish,19,14,5,3,3,2,-,*,4,9,7,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,Sikh,8,7,1,-,-,1,2,4,-,-,3,2,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,Buddhist,15,5,10,4,4,1,2,4,1,3,2,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,Other,28,11,16,1,1,2,4,7,10,3,7,6,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 29th to 31st May 2020,Prefer not to say,32,17,14,12,11,9,4,1,3,2,11,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,1038,1055,264,232,340,332,333,308,516,585,546,430,532,195,78,247,150,170,165,105,217,289,243,173,61,,341,911,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,1023,1070,289,247,349,324,360,301,469,569,590,425,509,175,83*,231,171,183,150,99*,197,276,286,179,63*,,330,849,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Christian,958,473,485,73,66,112,125,164,166,317,263,232,223,239,68,46,123,74,93,60,43,98,120,118,75,41,,127,358,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Other,118,62,55,20,18,25,27,20,15,12,32,29,23,34,6,1,10,10,18,11,6,3,37,13,3,-,,24,55,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Muslim,40,23,17,10,9,12,10,4,5,-,8,12,8,13,1,-,3,6,6,5,-,1,16,3,-,-,,10,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Hindu,19,13,6,1,-,7,6,2,2,1,10,4,3,2,-,-,1,1,3,1,1,-,11,1,-,-,,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Jewish,5,3,2,-,-,3,-,1,1,1,-,1,4,-,-,-,-,-,2,-,-,-,3,-,-,-,,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Sikh,11,4,6,2,2,1,2,5,1,-,2,4,-,4,-,-,1,2,3,-,-,-,2,2,-,-,,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Buddhist,10,5,5,3,3,-,-,2,3,3,6,2,1,2,1,-,1,-,-,2,1,1,2,2,1,-,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Other,33,15,19,5,4,2,9,6,4,7,6,6,7,13,4,1,5,1,4,3,4,1,3,5,2,-,,4,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 392,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Prefer not to say,39,24,15,9,8,7,10,6,3,3,13,7,7,12,5,1,3,4,1,1,-,4,9,5,6,1,,9,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1021,1578,636,720,808,178,613,163,163,562,625,1859,35,687,244,99,834,656,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Christian,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,504,759,288,340,338,62,280,75,84,250,292,879,11,394,86,41,343,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Other,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,62,78,28,32,56,20,30,24,11,37,34,97,3,38,9,3,45,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Muslim,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,20,24,8,11,19,10,10,11,5,14,9,28,1,9,1,2,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Hindu,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,13,7,4,8,2,4,9,3,6,9,18,-,8,2,-,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Jewish,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,4,-,2,1,1,1,1,3,-,2,-,-,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Sikh,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,2,3,6,3,2,1,2,3,4,8,-,4,-,-,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Buddhist,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,8,3,2,3,1,-,1,-,1,2,9,-,2,2,-,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Other,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,13,24,6,11,16,4,13,2,1,12,9,30,2,13,3,1,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 393,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Prefer not to say,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,25,6,10,16,5,11,3,1,3,11,29,-,11,5,-,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 394,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,168,145,133,273,124,105,691,785,691,450,1682,479,1876,1969,2019,2092,-,,,,,,,,,
Table 394,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**,,,,,,,,,
Table 394,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,Christian,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,76,63,64,126,61,44,323,382,299,208,813,212,886,914,936,956,-,,,,,,,,,
Table 394,To which of the following religious groups do you consider yourself to be a member of?,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Other,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,14,14,18,14,15,35,51,48,35,85,38,108,113,113,118,-,,,,,,,,,
