table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 9th to 13th April 2020,Standard deviation Standard error,0.74,0.79,0.69,1.02,1.02,0.97,0.81,0.68,0.83,0.57,0.87,0.77,0.72,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,Unweighted base,63,28,35,6,6,11,6,9,14,17,19,15,15,14,6,1,10,1,5,7,3,8,5,7,9,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,Weighted base,60*,26**,34*,8**,8**,10**,5**,9**,11**,16**,16**,13**,13**,18**,5**,1**,9**,1**,3**,6**,5**,9**,5**,7**,9**,1**,49*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,NET: Trust,48,20,28,4,4,8,5,8,9,13,11,11,10,15,5,1,7,1,3,5,2,7,4,5,9,-,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,5 - Trust completely,22,8,13,-,-,4,2,2,6,8,5,5,6,6,3,-,3,-,1,3,1,5,1,2,3,-,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,4,26,11,15,4,4,4,3,6,4,5,6,7,5,9,2,1,5,1,2,2,2,2,3,2,5,-,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,3,10,4,5,4,4,1,-,1,1,2,5,*,2,3,-,-,2,-,-,1,3,1,1,2,*,-,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,2,1,1,-,-,-,1,-,-,1,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,1 - Do not trust at all,1,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,NET: Do not trust,2,2,-,-,-,1,-,-,1,1,1,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,Mean,4.11,3.94,4.24,3.52,3.52,4.09,4.41,4.16,4.24,4.21,3.96,4.13,4.19,4.17,4.61,4,4.07,4,4.39,4.1,3.56,4.17,4.05,4,4.29,2,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 89,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 11th to 13th September 2020,Standard deviation Standard error,0.87,1.02,0.72,0.53,0.53,0.9,0.55,0.58,0.96,1.09,0.9,1.06,0.92,0.7,0.55,-,0.74,-,0.58,1.12,0.78,1.32,0.75,0.86,0.59,-,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,Unweighted base,61,33,28,1,1,9,9,14,13,15,18,12,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,57*,29**,29**,1**,1**,9**,7**,11**,11**,18**,14**,10**,14**,20**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,NET: Trust,41,22,19,-,-,4,6,9,11,12,9,6,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,5 - Trust completely,15,11,4,-,-,1,2,2,2,8,2,1,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,4,26,11,15,-,-,3,3,6,8,4,6,5,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,3,15,6,9,1,1,5,2,3,*,5,5,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,2,1,1,-,-,-,-,-,-,-,1,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,NET: Do not trust,1,1,-,-,-,-,-,-,-,1,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,Mean,3.98,4.14,3.82,3,3,3.59,4.06,3.97,4.14,4.1,3.82,3.6,4.67,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 17th to 19th April 2020,Standard deviation Standard error,0.77,0.83,0.68,-,-,0.71,0.79,0.68,0.48,0.96,0.74,0.76,0.61,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,66,34,32,2,2,8,10,10,16,20,25,17,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,59*,30*,29**,2**,2**,7**,7**,9**,15**,19**,22**,16**,9**,12**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,NET: Trust,50,22,27,2,2,3,7,9,10,18,16,16,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,5 - Trust completely,19,9,11,1,1,1,3,2,5,7,8,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,4,30,13,17,1,1,2,5,7,5,12,9,8,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,3,7,6,2,-,-,2,-,-,4,1,5,-,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,2,2,2,-,-,-,2,-,-,-,-,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,1,1,-,-,-,-,-,-,1,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,2,2,-,-,-,2,-,-,1,-,1,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,Mean,4.11,3.93,4.3,4.66,4.66,3.4,4.35,4.25,3.95,4.3,4.07,4.47,3.89,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 73,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,0.82,0.97,0.58,-,-,1.14,0.51,0.46,1.06,0.57,0.87,0.52,1.07,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,61,34,27,9,9,2,6,9,15,20,16,21,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,60*,38**,22**,10**,10**,3**,7**,9**,13**,19**,18**,22**,9**,13**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,47,30,17,6,6,3,6,8,12,13,14,16,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,21,12,9,2,2,1,2,6,4,7,4,10,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,4,26,17,8,4,4,2,4,2,7,5,11,7,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,3,13,8,5,4,4,-,1,1,1,5,4,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,1,1,-,-,-,-,-,-,-,1,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,1,1,-,-,-,-,-,-,-,1,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,Mean,4.11,4.07,4.17,3.77,3.77,4.29,4.09,4.49,4.21,4,4,4.19,3.76,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 81,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,0.81,0.82,0.79,0.74,0.74,0.55,0.67,0.79,0.64,1,0.66,0.82,1.18,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,68,29,39,5,5,7,8,7,23,18,17,19,15,17,5,3,6,2,4,5,4,6,11,7,12,3,,18,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,61*,26**,35*,5**,5**,7**,7**,7**,22**,14**,15**,22**,11**,13**,5**,3**,4**,1**,4**,4**,4**,5**,10**,7**,11**,3**,,18**,15**,5**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,40,16,25,4,4,6,4,2,16,8,13,12,6,9,3,2,4,1,2,2,3,3,5,5,8,1,,12,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,16,6,11,2,2,3,1,*,8,2,4,7,4,2,1,-,2,-,-,2,-,2,1,4,4,-,,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,4,24,10,14,2,2,3,3,2,8,6,9,5,3,7,2,2,2,1,2,-,3,1,4,1,4,1,,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,3,15,7,8,-,-,1,1,4,5,5,-,9,4,2,2,1,-,-,-,1,-,2,5,2,2,2,,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,2,4,2,2,1,1,-,2,-,1,-,2,-,-,2,-,-,-,-,1,1,1,-,-,-,1,-,,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,1,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,5,3,2,1,1,-,2,-,1,1,2,-,1,2,-,-,-,-,2,1,1,-,-,-,1,-,,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.83,3.66,3.95,3.87,3.87,4.34,3.43,3.44,4.08,3.54,3.99,3.91,3.7,3.62,3.85,3.76,4.55,4,2.77,3.87,3.44,3.95,3.66,4.28,4.05,3.28,,3.98,3.88,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 235,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.97,1.06,0.9,1.24,1.24,0.74,1.15,0.68,0.9,1.02,0.92,0.9,1.26,0.93,0.87,0.53,0.56,-,1.47,1.56,1.04,0.94,0.75,0.92,1,0.55,,0.96,0.83,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 236,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,28,52,25,30,21,5,15,10,9,17,26,58,-,11,5,4,39,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 236,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,61*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50*,26**,47*,22**,27**,20**,4**,15**,9**,8**,16**,22**,52*,-**,8**,4**,3**,35*,12**,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 236,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,18,31,17,19,14,3,10,7,6,8,15,35,-,6,4,2,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 236,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,13,6,9,5,3,4,3,2,3,6,13,-,2,1,1,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 236,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13,19,10,10,9,-,5,4,4,6,9,22,-,4,3,1,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 236,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,14,5,7,5,2,4,1,1,5,6,14,-,2,1,1,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 236,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,1,1,-,1,1,1,2,1,3,-,1,-,-,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 236,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 236,Q5. Trust in the sources for information/news about Coronavirus used in last week: Other 1,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,1,1,-,1,1,1,2,1,3,-,1,-,-,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
