table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 155,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 11th to 13th September 2020,Not working but seeking work or temporarily unemployed or sick,80,41,38,9,9,22,11,22,13,3,10,9,16,45,7,6,12,6,11,3,1,3,18,3,9,2,70,,,
Table 155,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 11th to 13th September 2020,Weighted base,2098,1026,1072,289,249,350,325,361,302,471,570,592,426,510,175,83*,232,171,183,151,100*,197,277,287,179,63*,1760,,,
Table 155,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 11th to 13th September 2020,Not working and not seeking work,101,49,52,2,2,4,17,26,41,10,5,8,13,75,5,5,15,7,5,11,6,9,11,17,6,6,85,,,
Table 155,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 11th to 13th September 2020,Student,146,63,83,124,87,17,3,1,-,-,55,62,12,18,11,6,9,14,14,14,3,9,24,25,14,1,130,,,
Table 155,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 11th to 13th September 2020,Retired on a state pension only,98,21,77,-,-,-,-,-,-,98,8,10,18,62,6,5,8,7,7,6,8,16,7,17,8,4,80,,,
Table 155,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 11th to 13th September 2020,Retired with a private pension,372,206,166,-,-,-,1,9,60,302,141,125,73,34,31,21,44,29,33,22,16,37,36,53,41,10,315,,,
Table 155,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 11th to 13th September 2020,"House person, housewife, househusband, etc.",120,14,107,1,1,23,29,38,22,7,9,15,36,60,11,3,24,7,11,10,9,10,9,13,9,4,96,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,2121,1075,1046,262,231,362,323,335,342,497,615,578,401,527,184,77,215,161,188,150,131,204,290,276,169,76,1730,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,2121,1037,1084,293,257,354,329,365,305,475,577,598,431,515,177,84*,235,173,185,152,101,200,280,290,181,64*,1780,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,NET: Working,1194,639,555,134,134,278,275,277,166,64,348,365,289,193,109,44,118,100,104,94,55,108,161,161,101,38,992,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,NET: Employed,1081,574,508,131,131,261,249,246,143,52,321,337,254,169,103,37,107,92,99,83,47,100,148,139,91,36,895,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Working full time working 30 hours per week or more,873,508,365,101,101,215,214,210,106,26,288,273,203,109,86,30,90,78,77,70,39,73,119,104,73,34,715,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Working part-time working between 8 and 29 hours per week,209,66,143,30,30,46,35,36,36,26,33,64,51,61,17,7,17,14,21,13,9,27,28,35,18,3,180,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,NET: Self-employed,113,65,48,3,3,16,26,31,23,12,27,28,34,23,7,7,11,8,5,10,8,9,13,22,11,2,96,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Self-employed - working 30 hours per week or more,69,45,24,-,-,12,19,20,13,6,21,11,25,13,1,5,9,5,2,8,5,4,9,14,6,1,61,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Self-employed - working between 8 and 29 hours per week,44,20,23,3,3,4,7,12,11,7,6,17,10,10,5,2,2,3,3,3,3,4,5,8,5,*,35,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,NET: Not working,927,398,529,159,123,77,53,87,139,411,229,233,142,323,67,40,117,73,81,58,46,91,119,129,80,26,788,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Not working but seeking work or temporarily unemployed or sick,93,47,46,8,8,20,16,19,27,2,3,15,6,68,8,5,10,8,6,4,5,5,19,15,4,4,76,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,2121,1037,1084,293,257,354,329,365,305,475,577,598,431,515,177,84*,235,173,185,152,101,200,280,290,181,64*,1780,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Not working and not seeking work,88,46,42,5,5,11,10,25,33,4,5,9,4,70,8,4,14,7,4,4,2,10,12,8,9,5,72,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Student,164,72,92,142,106,18,3,2,-,-,61,64,19,21,10,4,16,10,12,14,10,12,24,27,21,2,142,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Retired on a state pension only,113,35,78,2,2,-,-,1,2,108,9,10,19,75,9,6,14,11,10,7,1,17,17,10,8,2,101,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,Retired with a private pension,343,180,163,-,-,-,-,3,49,291,133,117,68,25,18,14,49,18,36,22,23,31,41,50,32,7,295,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 5th to 11th April 2021,"House person, housewife, househusband, etc.",126,19,108,1,1,28,25,38,28,7,18,18,26,64,14,7,14,18,13,7,5,15,6,18,4,7,101,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,2144,1027,1117,266,236,330,330,370,345,503,610,572,441,521,185,82,209,158,200,159,104,209,287,289,183,79,1776,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,2144,1048,1096,296,260,358,332,369,309,481,583,605,435,521,179,85*,237,175,187,154,102*,202,283,293,183,64*,1799,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,NET: Working,1207,625,583,135,135,302,254,273,186,57,319,378,286,224,102,44,143,93,112,83,59,109,181,157,87,38,1008,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,NET: Employed,1073,539,534,128,128,269,233,240,164,38,294,331,251,197,96,42,126,84,105,72,51,98,161,131,73,33,893,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Working full time working 30 hours per week or more,860,480,380,97,97,236,195,188,127,17,250,266,205,138,78,36,101,69,88,60,44,70,131,95,60,29,709,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Working part-time working between 8 and 29 hours per week,213,59,154,30,30,34,39,52,37,21,43,65,46,58,18,6,25,15,17,12,7,28,30,37,13,4,183,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,NET: Self-employed,134,86,48,7,7,33,20,33,22,19,25,47,35,27,6,1,16,9,7,11,8,11,20,26,14,5,116,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Self-employed - working 30 hours per week or more,92,70,22,1,1,28,15,26,15,7,17,37,23,15,5,1,9,5,5,9,4,7,15,20,7,5,78,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Self-employed - working between 8 and 29 hours per week,42,16,26,6,6,5,5,7,7,12,8,10,12,12,1,1,7,4,2,2,4,4,5,6,7,-,38,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,NET: Not working,937,424,513,161,125,56,79,95,123,424,264,226,149,297,77,42,95,81,75,71,43,93,102,136,97,26,791,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Not working but seeking work or temporarily unemployed or sick,87,49,38,11,11,15,18,27,13,2,9,11,10,57,3,6,4,7,14,7,4,5,18,14,4,1,78,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,2144,1048,1096,296,260,358,332,369,309,481,583,605,435,521,179,85*,237,175,187,154,102*,202,283,293,183,64*,1799,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Not working and not seeking work,113,51,62,8,8,8,22,30,29,16,11,12,15,75,16,3,14,10,7,10,6,6,12,17,10,2,89,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Student,158,67,91,138,102,16,2,2,-,-,57,70,15,16,7,9,21,17,9,10,8,14,17,28,18,1,143,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Retired on a state pension only,92,25,67,-,-,-,-,-,1,91,4,11,17,60,8,1,12,10,8,4,4,9,5,15,11,2,77,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,Retired with a private pension,361,213,147,-,-,-,-,1,59,300,158,103,65,35,37,16,33,26,26,29,17,41,33,50,41,12,295,,,
Table 178,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 12th to 14th March 2021,"House person, housewife, househusband, etc.",126,19,107,4,4,16,37,34,20,14,26,19,27,54,7,7,11,11,10,11,3,18,17,12,12,7,109,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,NET: Working,1183,618,565,133,133,279,273,270,168,60,341,361,261,220,93,42,131,103,112,82,56,95,179,166,90,33,1001,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,NET: Employed,1067,561,506,124,124,261,258,246,140,37,319,324,234,191,84,41,115,94,107,72,53,81,160,149,79,31,899,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Working full time working 30 hours per week or more,872,502,370,100,100,217,222,209,105,18,278,263,189,142,75,34,91,86,88,54,42,64,130,120,61,26,728,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Working part-time working between 8 and 29 hours per week,195,59,136,24,24,43,37,37,35,19,41,61,45,48,9,7,24,8,19,18,11,18,30,29,18,5,171,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,NET: Self-employed,115,57,58,9,9,18,14,24,28,22,22,37,27,29,9,1,16,9,5,10,3,13,19,18,11,2,102,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Self-employed - working 30 hours per week or more,60,34,26,3,3,11,8,13,18,8,11,18,19,12,4,1,10,6,3,5,2,8,7,9,5,-,54,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Self-employed - working between 8 and 29 hours per week,55,23,32,6,6,8,7,11,9,14,11,19,8,17,4,1,6,3,2,5,1,5,11,8,6,2,47,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,NET: Not working,918,409,509,157,117,72,53,91,134,411,231,231,165,291,82,41,101,68,71,69,44,103,98,121,89,30,762,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Not working but seeking work or temporarily unemployed or sick,81,44,37,19,19,16,9,16,15,6,12,12,8,49,4,5,7,4,7,2,2,3,18,14,12,3,72,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Not working and not seeking work,94,48,46,2,2,8,12,23,39,10,9,14,7,64,17,8,13,6,3,5,5,6,10,8,10,3,69,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Student,151,59,91,131,92,15,1,3,-,-,41,70,17,22,8,6,15,14,8,11,8,19,16,23,19,3,132,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Retired on a state pension only,95,23,72,-,-,-,-,-,-,95,7,14,13,61,10,4,9,10,6,4,6,17,10,10,5,4,75,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,Retired with a private pension,353,218,134,-,-,1,-,4,56,291,143,110,69,31,27,8,42,24,39,35,14,45,28,49,34,9,303,,,
Table 158,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 6th to 8th November 2020,"House person, housewife, househusband, etc.",144,17,128,5,5,30,30,46,25,9,19,12,50,64,16,10,16,10,9,11,9,13,16,17,10,7,112,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,2135,1020,1115,251,219,361,336,354,336,497,627,605,372,531,193,78,207,169,190,165,119,192,303,268,189,62,1761,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,NET: Working,1202,650,552,123,123,284,265,285,177,68,341,365,287,209,100,45,161,88,101,80,46,100,178,160,102,40,1016,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,NET: Employed,1086,588,498,120,120,268,246,256,149,47,312,322,256,196,92,43,142,83,96,71,42,91,167,132,89,38,914,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Working full time working 30 hours per week or more,876,528,348,96,96,233,203,209,114,22,271,259,204,142,77,34,114,68,80,56,34,66,138,112,65,32,734,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Working part-time working between 8 and 29 hours per week,209,60,150,23,23,36,44,46,35,25,40,63,52,55,15,9,28,14,16,15,9,25,28,20,24,6,180,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,NET: Self-employed,116,62,54,3,3,16,19,29,28,22,29,43,31,13,8,2,19,5,5,10,4,9,11,28,13,2,102,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Self-employed - working 30 hours per week or more,71,43,28,1,1,14,11,17,17,12,18,31,14,8,4,-,12,4,2,6,4,4,9,18,8,1,63,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Self-employed - working between 8 and 29 hours per week,45,19,26,2,2,3,7,12,11,10,11,12,17,5,5,2,8,2,2,4,-,5,3,9,5,1,40,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,NET: Not working,933,394,539,172,132,72,66,82,131,410,240,237,146,310,78,40,75,86,85,73,55,101,104,132,80,24,775,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Not working but seeking work or temporarily unemployed or sick,84,48,35,7,7,17,22,11,21,6,9,15,8,51,9,2,8,4,7,4,6,12,15,8,6,2,67,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Not working and not seeking work,91,42,49,-,-,9,12,32,29,8,2,8,9,72,7,4,10,6,11,7,9,7,8,11,8,3,72,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Student,196,74,122,164,124,26,1,2,2,-,52,90,17,36,17,5,17,15,14,14,9,15,34,36,18,3,167,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Retired on a state pension only,125,36,89,-,-,-,-,-,1,124,13,12,17,84,9,6,9,14,8,16,7,12,7,19,14,3,106,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,Retired with a private pension,319,186,133,-,-,-,-,2,49,268,153,98,48,20,29,16,21,31,33,21,18,41,30,43,28,10,263,,,
Table 183,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th June 2021,"House person, housewife, househusband, etc.",119,8,111,1,1,19,31,35,28,4,11,15,47,46,7,8,10,16,12,12,7,14,9,15,7,4,102,,,
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,48,907,741
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,55*,906,757
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,NET: Working,1186,629,557,154,154,267,264,279,172,50,325,383,277,201,105,39,136,82,104,82,56,124,180,133,104,42,983,42,513,397
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,NET: Employed,1083,559,524,149,149,255,244,251,144,38,296,350,246,191,99,34,118,78,98,76,47,118,168,117,90,40,896,40,464,365
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Working full time working 30 hours per week or more,871,500,370,118,118,216,205,208,104,19,250,284,190,146,79,28,91,66,81,58,42,97,137,85,71,37,714,33,371,291
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Working part-time working between 8 and 29 hours per week,212,59,153,31,31,39,39,43,40,19,46,66,55,45,21,6,26,12,17,17,6,21,32,32,19,3,183,8,94,74
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,NET: Self-employed,103,70,33,5,5,12,19,28,28,12,29,32,31,11,6,4,18,4,6,7,9,6,11,16,14,2,87,2,49,32
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Self-employed - working 30 hours per week or more,65,51,14,1,1,9,14,21,15,5,15,22,22,5,3,4,14,1,4,6,7,1,6,9,9,2,53,1,28,20
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Self-employed - working between 8 and 29 hours per week,39,19,19,4,4,3,5,7,12,7,14,10,9,5,2,1,5,4,2,1,2,5,5,7,5,*,34,*,21,12
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,NET: Not working,921,401,520,136,97,85,63,84,132,421,248,211,151,311,70,45,97,89,80,69,44,74,98,156,76,21,785,13,392,360
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,55*,906,757
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Not working but seeking work or temporarily unemployed or sick,85,52,32,10,10,22,15,21,16,1,5,8,20,52,5,9,9,4,14,3,4,3,10,15,9,-,76,2,33,39
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Not working and not seeking work,116,57,59,13,11,16,16,30,28,14,9,12,13,82,13,4,8,19,10,9,2,8,8,21,13,3,99,2,44,51
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Student,129,63,67,111,74,12,4,3,-,-,47,49,17,16,7,2,12,11,10,11,10,6,20,27,13,-,113,5,52,46
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Retired on a state pension only,111,27,84,-,-,-,-,1,-,110,10,4,11,86,4,6,13,13,11,13,3,11,11,18,6,2,102,1,51,48
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,Retired with a private pension,354,187,167,-,-,-,1,4,62,286,164,114,57,19,30,20,37,30,20,22,21,33,42,57,31,10,293,3,165,122
Table 166,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 4th to 6th December 2020,"House person, housewife, househusband, etc.",126,16,110,3,3,35,27,26,25,10,13,24,32,56,12,5,18,12,15,11,6,12,8,17,3,6,102,-,47,53
Table 170,Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19),ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,
