table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 5th to 11th April 2021,NET: Each time / most times / sometimes,369,215,154,96,89,100,76,46,24,26,127,108,67,66,26,7,52,36,32,22,19,29,66,44,26,10,314,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 5th to 11th April 2021,Each time I see the warning or notices,64,35,29,18,17,19,8,12,2,6,20,14,17,13,4,1,9,5,9,4,3,6,10,9,1,1,56,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 5th to 11th April 2021,Most times,109,67,42,23,22,39,24,15,3,6,46,28,15,20,7,4,10,19,3,7,7,7,22,15,5,4,91,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 5th to 11th April 2021,Sometimes,195,112,83,55,50,43,44,20,19,14,61,66,35,33,15,2,33,12,20,11,9,16,33,20,20,4,167,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 5th to 11th April 2021,Rarely,202,97,106,32,29,46,30,37,30,27,49,51,53,50,26,8,16,17,13,22,9,15,24,30,16,6,162,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 5th to 11th April 2021,Never,139,66,73,24,21,21,29,27,16,22,32,47,24,36,16,6,13,9,12,11,7,13,20,21,8,4,112,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,669,329,340,144,132,155,127,100,75,68,205,172,127,165,48,31,63,53,64,52,35,67,97,87,47,25,561,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,681,344,337,157,145,165,129,99*,69*,61*,201,193,126,160,49*,34**,74*,57*,64*,54*,32**,72*,90*,85*,49*,19**,580,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th March 2021,NET: Each time / most times / sometimes,362,184,179,98,90,100,67,45,32,21,103,104,69,87,31,22,39,38,31,29,18,34,47,45,20,9,304,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th March 2021,Each time I see the warning or notices,60,34,26,14,14,18,10,7,6,4,17,13,12,18,5,6,5,6,9,3,3,4,2,11,5,1,50,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th March 2021,Most times,105,53,52,37,36,26,17,11,11,3,40,24,15,26,7,6,15,11,9,7,3,6,18,12,7,5,90,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th March 2021,Sometimes,197,98,100,46,39,55,39,27,16,14,46,67,41,44,19,10,19,20,14,19,12,23,27,23,9,3,163,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th March 2021,Rarely,197,94,102,43,40,43,33,37,23,17,66,50,37,43,10,8,22,15,17,11,9,20,35,22,22,6,172,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th March 2021,Never,122,65,56,16,15,23,30,17,14,22,32,39,20,31,9,4,13,4,16,14,5,18,9,19,7,4,104,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,644,318,326,131,122,156,127,89,75,66,194,175,130,145,61,28,73,44,48,39,35,56,107,99,37,17,531,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,656,320,336,144,133,167,119,84*,73*,69*,166,187,145,159,60*,29**,79*,50*,53*,33*,36**,57*,102*,99*,41*,17**,544,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 6th to 8th November 2020,NET: Each time / most times / sometimes,349,182,167,92,86,102,60,36,31,27,98,92,64,95,37,14,50,27,34,15,18,28,56,48,17,5,289,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 6th to 8th November 2020,Each time I see the warning or notices,45,26,19,12,10,19,5,5,1,3,9,12,13,11,4,3,10,2,6,4,4,*,5,5,2,-,37,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 6th to 8th November 2020,Most times,105,55,50,28,28,31,20,6,11,9,38,23,14,30,9,6,12,6,13,4,2,12,20,12,7,2,92,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 6th to 8th November 2020,Sometimes,199,101,98,52,48,52,36,25,20,14,51,57,37,54,24,5,28,19,15,8,12,15,30,31,8,3,159,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 6th to 8th November 2020,Rarely,185,84,100,37,33,44,37,27,21,18,49,59,43,34,11,6,20,12,10,8,12,17,29,35,18,6,155,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 6th to 8th November 2020,Never,123,54,69,14,13,21,22,21,21,23,19,35,38,30,11,9,10,12,9,10,5,12,17,16,6,6,100,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,599,298,301,122,111,142,128,93,44,70,183,170,104,142,58,13,54,46,51,36,35,53,118,73,48,14,492,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,610,320,290,142*,128*,141,121*,98*,45*,62*,172,173,123*,141,54*,11**,65*,50*,58*,34**,31**,49*,111*,83*,51*,13**,512,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th June 2021,NET: Each time / most times / sometimes,333,181,152,93,82,77,77,38,21,26,95,104,60,74,28,7,34,23,29,20,16,18,88,44,21,5,284,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th June 2021,Each time I see the warning or notices,67,39,28,26,19,15,16,4,3,4,27,20,10,10,7,1,5,3,7,2,5,4,18,11,2,2,54,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th June 2021,Most times,79,47,32,26,23,26,12,11,1,3,25,28,11,15,3,1,8,4,9,9,3,4,30,6,1,1,72,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th June 2021,Sometimes,186,95,91,42,40,36,49,23,17,19,43,56,38,50,18,5,21,16,14,9,8,9,40,26,18,2,159,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th June 2021,Rarely,155,78,77,32,30,34,24,31,17,17,46,38,33,38,16,2,18,16,16,8,6,17,16,22,18,1,132,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th June 2021,Never,122,61,61,17,16,30,20,29,6,19,32,31,29,30,10,2,13,11,12,6,9,15,7,17,12,7,96,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,664,347,317,146,135,167,118,109,60,64,176,203,130,155,70,24,59,61,68,49,22,57,112,78,43,21,551,21,270,239
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,680,332,348,155,140,161,130*,110*,59*,65*,170,199,161,149,70*,23**,69*,61*,64*,53*,22**,55*,105*,90*,49*,18**,569,22**,276,253
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th December 2020,NET: Each time / most times / sometimes,344,167,177,104,95,90,66,42,19,22,104,95,71,73,31,11,31,28,36,26,9,24,72,47,22,6,298,16,149,121
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th December 2020,Each time I see the warning or notices,57,15,41,24,23,17,4,7,2,3,19,8,16,13,3,3,2,7,5,8,1,2,11,10,4,-,53,5,24,22
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th December 2020,Most times,95,54,41,27,27,26,14,10,8,10,29,23,18,25,7,3,9,8,16,5,2,5,23,13,4,1,86,6,45,33
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th December 2020,Sometimes,192,97,94,53,45,47,48,25,10,10,56,64,37,35,21,5,19,13,15,14,6,17,38,24,14,5,159,6,81,65
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th December 2020,Rarely,205,96,109,37,36,39,39,39,20,31,41,64,54,46,21,4,23,15,19,22,11,18,18,30,17,8,166,3,77,81
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 4th to 6th December 2020,Never,131,69,62,14,9,31,24,29,20,12,26,39,36,30,19,8,15,18,9,5,3,13,15,13,10,4,105,3,50,51
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,666,329,337,147,133,149,140,85,65,80,191,221,97,157,56,32,76,38,51,39,33,48,134,83,55,21,556,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,675,348,326,157,142,162,135,83*,64*,74*,200,210,117*,149,49*,30**,82*,37**,54*,36*,32**,56*,136,80*,61*,21**,572,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 15th to 17th January 2021,NET: Each time / most times / sometimes,341,202,139,86,77,97,74,33,26,25,104,106,65,66,28,11,31,23,25,17,13,30,89,38,30,7,293,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 15th to 17th January 2021,Each time I see the warning or notices,62,36,26,15,13,21,13,3,5,5,12,22,17,11,5,5,8,8,3,5,4,3,13,4,3,2,50,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 15th to 17th January 2021,Most times,87,60,28,24,20,28,13,11,6,6,32,22,15,18,8,1,4,4,5,3,1,7,28,17,7,1,77,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 15th to 17th January 2021,Sometimes,192,106,86,48,45,48,48,19,16,14,60,63,33,37,15,6,19,11,17,9,7,20,48,17,20,4,165,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 15th to 17th January 2021,Rarely,209,104,105,49,45,41,37,34,24,24,57,60,37,54,11,11,27,7,18,10,8,19,36,29,24,10,180,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 15th to 17th January 2021,Never,125,43,82,22,20,25,24,16,14,25,38,43,14,29,10,8,24,6,11,9,12,7,12,14,8,4,99,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,633,305,328,145,133,126,130,95,67,70,201,175,98,159,44,23,71,39,67,41,30,57,111,90,46,14,545,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,659,331,328,160,143,145*,133*,93*,60*,69*,198,178,133*,150,45*,20**,84*,48*,70*,40*,27**,65*,101*,97*,48*,13**,574,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th February 2021,NET: Each time / most times / sometimes,350,192,158,97,91,95,74,37,24,24,105,90,70,85,21,11,44,18,34,21,16,29,65,58,28,5,307,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th February 2021,Each time I see the warning or notices,57,37,20,16,15,13,19,7,1,1,23,15,8,11,1,*,4,2,4,8,2,8,12,9,6,-,54,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th February 2021,Most times,101,51,51,35,33,26,6,11,10,14,30,26,24,21,6,1,16,5,12,6,3,10,18,17,6,2,90,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th February 2021,Sometimes,192,105,88,47,43,56,48,19,13,9,52,49,38,53,14,9,24,11,18,7,11,11,35,32,15,3,163,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th February 2021,Rarely,201,95,107,45,37,38,42,37,23,17,56,67,47,32,14,5,30,20,27,10,7,20,26,23,13,6,174,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 12th to 14th February 2021,Never,108,44,63,17,15,12,17,19,13,28,37,21,17,33,9,5,9,11,9,9,4,16,10,17,8,1,93,,,
Table 19,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,551,286,265,101,88,116,121,86,70,57,153,141,119,138,,,,,,,,,,,,,,,,
Table 19,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,546,289,257,116*,100*,119,110,78*,70*,53*,145,143,120,138,,,,,,,,,,,,,,,,
Table 19,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 7th to 9th August 2020,NET: Each time / most times / sometimes,277,152,125,64,54,70,51,36,29,28,81,77,63,57,,,,,,,,,,,,,,,,
Table 19,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 7th to 9th August 2020,Each time/most times I see the warning or notices,68,34,34,22,19,17,9,8,8,4,18,16,12,21,,,,,,,,,,,,,,,,
Table 19,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 7th to 9th August 2020,Sometimes,210,119,91,41,35,53,42,28,21,24,63,61,50,36,,,,,,,,,,,,,,,,
Table 19,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 7th to 9th August 2020,Rarely,175,86,89,37,33,37,39,26,19,16,43,46,37,49,,,,,,,,,,,,,,,,
Table 19,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 7th to 9th August 2020,Never,95,51,43,16,13,11,19,17,22,10,22,20,21,32,,,,,,,,,,,,,,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,639,320,319,129,118,151,128,103,63,65,191,182,102,164,48,29,67,53,57,45,40,50,112,79,42,17,534,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,654,338,316,134,120*,163,121,106*,64*,66*,186,182,124*,163,45*,28**,69*,54*,56*,42*,46*,57*,116*,80*,46*,16**,547,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 9th to 11th October 2020,NET: Each time / most times / sometimes,360,206,154,78,71,98,68,55,33,27,112,89,67,91,22,12,37,28,24,21,26,38,83,40,23,7,305,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 9th to 11th October 2020,Each time I see the warning or notices,62,34,28,12,11,22,8,10,6,4,22,11,14,16,4,1,5,3,3,5,5,7,18,8,-,3,50,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 9th to 11th October 2020,Most times,95,56,38,16,16,32,22,8,7,9,28,21,24,22,5,6,6,11,4,6,4,6,25,14,7,1,85,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 9th to 11th October 2020,Sometimes,203,115,88,50,44,43,39,37,20,14,62,58,29,53,13,5,26,13,17,10,17,25,40,19,15,3,170,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 9th to 11th October 2020,Rarely,169,77,92,31,27,39,29,27,22,22,34,59,34,42,14,5,22,14,20,11,11,13,16,21,15,6,138,,,
Table 20,"Q4b2a And when you come across these warnings or notices, how often do you click through to view the content being flagged in this way?",ONLINE Fieldwork: 9th to 11th October 2020,Never,126,55,71,25,22,26,24,24,10,17,40,33,23,30,9,11,9,12,12,10,9,7,16,19,8,3,105,,,
