table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,952,450,502,184,168,216,164,149,106*,132,278,262,213,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 15th to 17th May 2020,"Directly from official sources such as NHS, Government etc",455,194,261,97,92,108,96,73,34,47,131,132,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 15th to 17th May 2020,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",267,134,133,50,42,68,30,37,38,45,91,59,66,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 15th to 17th May 2020,Facts forwarded/ posted/ shared from a person you know,62,27,35,12,11,8,8,8,15,12,14,19,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 15th to 17th May 2020,Opinions from a person you know,37,26,10,5,5,7,8,6,3,8,11,7,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 15th to 17th May 2020,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",25,19,6,3,3,4,2,9,2,4,6,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 15th to 17th May 2020,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",18,11,7,3,3,6,3,3,1,3,4,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 15th to 17th May 2020,Facts forwarded/ posted/ shared from a person you don't know,17,8,9,5,5,3,3,3,1,2,5,7,*,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 15th to 17th May 2020,Opinions from a person you don't know,3,2,1,-,-,-,1,-,2,-,1,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 15th to 17th May 2020,None of these,69,29,40,9,7,12,14,11,11,11,14,24,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,934,452,482,159,141,176,167,167,126,139,255,264,203,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,943,470,473,179,158,189,166,153,113,142,270,263,191,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,"Directly from official sources such as NHS, Government etc",428,196,232,84,72,83,76,76,50,58,107,117,90,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",263,142,121,52,45,56,36,38,33,49,87,73,60,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,Facts forwarded/ posted/ shared from a person you know,59,29,30,14,13,10,8,11,5,10,16,17,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,Opinions from a person you know,40,20,20,9,9,6,13,3,3,6,12,12,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",32,20,11,5,5,4,6,8,5,3,8,12,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",25,14,11,4,3,7,9,2,1,2,6,10,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,Facts forwarded/ posted/ shared from a person you don't know,15,6,8,4,4,4,1,*,4,1,4,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,Opinions from a person you don't know,14,11,3,-,-,5,1,6,2,-,4,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 16,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 29th to 31st May 2020,None of these,68,31,36,7,7,13,15,9,11,12,27,16,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,960,467,493,144,127,190,185,151,126,164,294,246,194,226,104,33,123,75,62,73,45,101,123,113,79,29,,186,436,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,965,467,498,151,130,197,180,169,123,145,285,264,198,217,97*,36**,116,84*,72*,68*,41*,90*,112,141*,81*,29**,,181,407,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from official sources such as NHS, Government etc",473,212,261,86,72,102,92,79,62,52,139,125,95,114,52,18,54,44,41,36,16,45,44,78,36,10,,99,201,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",263,129,134,42,36,46,44,46,30,55,88,76,50,49,23,11,31,19,16,16,19,28,38,28,23,13,,40,105,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Facts forwarded/ posted/ shared from a person you know,58,26,32,2,2,8,9,17,9,14,15,16,13,14,5,1,8,1,6,-,1,4,9,15,7,2,,7,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Opinions from a person you know,24,16,8,2,2,4,5,3,1,10,9,4,7,4,1,3,4,-,1,2,-,4,4,2,3,-,,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Facts forwarded/ posted/ shared from a person you don't know,20,12,9,1,1,7,6,3,2,1,3,5,6,7,2,1,3,-,-,2,-,2,-,7,2,1,,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",20,9,11,4,2,4,6,*,2,3,8,6,2,3,2,1,4,3,-,2,-,*,4,-,2,-,,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",15,12,3,1,1,5,1,-,4,4,1,6,3,5,1,-,2,1,-,2,4,-,5,2,-,-,,1,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Opinions from a person you don't know,9,7,2,1,1,3,1,2,2,1,5,4,1,-,-,-,2,1,2,1,-,1,1,-,1,-,,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,None of these,82,45,38,12,12,18,17,19,11,6,17,22,23,20,11,1,8,17,7,9,1,5,6,9,6,2,,14,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,514,712,331,454,774,173,584,161,159,356,428,854,26,259,102,49,454,243,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,517,715,323,448,779,176,586,155,158,359,422,857,24**,262,101*,44*,446,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from official sources such as NHS, Government etc",473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,254,345,139,242,386,72,295,73,75,177,212,414,7,114,49,35,222,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,152,219,104,115,206,47,155,39,39,99,112,249,1,100,35,5,122,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Facts forwarded/ posted/ shared from a person you know,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,33,40,24,25,51,7,42,17,16,19,28,53,1,13,4,-,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Opinions from a person you know,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,16,21,9,10,21,6,15,9,9,3,15,23,1,11,2,1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Facts forwarded/ posted/ shared from a person you don't know,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,12,7,7,11,9,8,-,3,8,7,13,-,3,-,-,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,14,8,9,18,4,11,8,4,13,10,16,1,2,1,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,8,6,11,11,7,5,4,8,6,9,6,2,-,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,Opinions from a person you don't know,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,3,3,7,5,3,1,1,4,3,8,3,-,2,-,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q4b. Most important type of news/information from social media or search engines,ONLINE Fieldwork: 22nd to 24th May 2020,None of these,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,45,53,22,31,69,15,49,4,8,28,29,71,3,17,8,3,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
