table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 52,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 11th to 13th September 2020,Standard deviation Standard error,0.95,1.06,0.77,1.17,1.17,0.96,0.69,1.19,0.94,0.95,0.94,0.87,0.95,0.89,0.74,0.57,0.79,0.95,0.99,1.17,0.77,0.85,0.52,0.79,1.43,-,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,87,48,39,5,5,10,21,12,14,25,23,24,16,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,80*,44*,36*,6**,6**,10**,18**,9**,13**,25**,21**,22**,15**,22**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,NET: Trust,34,20,14,-,-,2,8,3,7,14,8,8,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,5 - Trust completely,4,2,2,-,-,-,2,-,2,-,1,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,4,30,18,12,-,-,2,5,3,5,14,7,6,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,3,36,20,16,4,4,6,8,5,3,10,10,10,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,2,9,2,6,2,2,1,1,1,2,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,2,2,1,*,*,1,1,-,-,-,1,1,-,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,11,4,7,2,2,2,2,1,2,1,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,Mean,3.3,3.37,3.22,2.55,2.55,2.87,3.42,3.24,3.5,3.51,3.26,3.2,3.67,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 40,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,0.84,0.85,0.84,0.69,0.69,0.95,0.95,0.67,0.97,0.61,0.9,0.91,0.84,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,93,55,38,6,5,16,13,17,16,25,19,25,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,92*,56*,36*,7**,5**,18**,13**,16**,17**,21**,21**,29**,25**,17**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,43,29,14,-,-,4,8,7,6,17,10,16,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,12,4,8,-,-,1,3,2,2,4,1,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,4,31,25,6,-,-,3,5,5,4,13,9,12,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,3,30,14,15,3,2,8,5,6,5,3,6,9,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,2,12,7,6,2,2,3,-,3,4,2,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,7,6,1,2,2,3,-,1,1,-,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,20,12,7,4,4,5,-,4,5,2,6,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,Mean,3.3,3.26,3.36,2.19,1.94,2.86,3.87,3.18,3.12,3.92,3.14,3.56,3.12,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 44,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,1.11,1.11,1.13,0.92,0.91,1.09,0.79,1.12,1.18,0.83,1.15,0.96,1.11,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,83,44,39,5,4,15,17,16,7,23,11,20,27,25,7,4,9,6,8,9,2,12,13,7,6,,,21,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,87*,43*,44*,6**,4**,15**,19**,18**,8**,21**,12**,23**,25**,26**,7**,7**,9**,6**,11**,8**,1**,12**,13**,7**,5**,,,20**,30**,7**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,30,13,16,1,1,4,3,11,2,8,5,5,10,9,3,3,1,2,4,2,*,3,4,3,2,,,5,9,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,9,3,6,-,-,1,3,3,-,3,2,-,1,6,-,2,-,-,4,2,-,1,1,-,-,,,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,4,20,10,10,1,1,3,-,8,2,5,3,5,9,3,3,1,1,2,*,1,*,2,4,3,2,,,4,9,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,3,33,18,15,3,3,2,9,4,4,11,3,5,14,11,2,3,4,2,2,4,1,5,6,2,2,,,5,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,2,14,6,8,-,-,5,5,2,-,2,4,4,1,4,1,1,1,2,3,1,-,3,1,-,1,,,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,10,5,5,2,-,4,1,2,1,1,-,9,-,2,1,-,2,-,2,-,-,1,2,3,-,,,2,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,24,12,13,2,-,9,7,3,1,3,4,13,1,6,2,1,4,2,4,1,-,4,2,3,1,,,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.05,2.99,3.1,2.64,3.3,2.5,2.88,3.47,3,3.33,3.28,2.28,3.37,3.32,2.95,3.66,2.44,3.09,3.18,3.37,3.37,2.89,3.09,2.63,3.32,,,2.65,2.96,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,1.14,1.1,1.19,1.22,0.53,1.27,1.08,1.15,1.05,1.01,1.16,1.2,0.64,1.2,1.21,1.14,1.1,0.88,1.56,1.06,-,1.04,1.09,1.39,0.77,,,1.06,0.9,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,52,71,83,41,37,9,32,11,14,26,25,83,2,36,1,5,25,26,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,87*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78*,54*,73*,87*,45*,42*,12**,36**,12**,17**,24**,27**,87*,2**,36**,1**,5**,24**,27**,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,21,23,30,14,14,3,11,2,2,9,11,30,1,10,1,-,9,11,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,9,5,3,-,3,-,-,-,1,9,-,5,-,-,3,3,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,17,17,20,9,11,3,8,2,2,9,10,20,1,4,1,-,5,9,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,21,32,33,17,17,6,14,5,7,6,10,33,-,20,-,2,4,12,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,10,14,7,6,1,5,3,3,5,3,14,1,4,-,2,4,2,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,9,10,8,5,2,6,2,5,4,3,10,-,2,-,1,8,2,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,13,18,24,15,10,2,11,5,8,8,7,24,1,7,-,3,12,4,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,3.13,3.03,3.05,2.91,3.03,2.94,2.89,2.53,2.38,2.89,3.06,3.05,3.36,3.17,4,2.15,2.7,3.33,,,,,,,,,,,,,,,,,,,,,
Table 125,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.04,1.1,1.14,1.22,1.07,0.97,1.17,0.98,1.06,1.11,1.07,1.14,1.26,1.04,-,0.84,1.48,0.97,,,,,,,,,,,,,,,,,,,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,6,7,17,7,6,35,39,23,19,75,12,74,78,81,83,-,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,87*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12**,11**,6**,7**,18**,5**,5**,36**,41*,22**,21**,79*,13**,77*,82*,85*,87*,-**,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,1,1,6,2,*,16,7,8,5,25,*,27,28,30,30,-,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,1,-,3,-,-,6,-,1,-,9,-,8,8,9,9,-,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,-,1,3,2,*,10,7,7,5,16,*,20,20,20,20,-,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,3,4,8,2,2,10,16,5,6,30,7,30,32,32,33,-,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,1,7,10,2,6,13,3,9,11,13,14,-,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,-,2,4,8,8,4,10,2,10,10,10,10,-,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,4,1,3,10,18,10,10,23,6,20,22,23,24,-,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55,2.84,2.66,2.57,3.25,3.3,2.21,3.2,2.55,2.6,2.55,3.01,2.45,3.06,3.04,3.06,3.05,-,,,
Table 126,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Red-top tabloids” such as The Sun or Daily Mirror ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,0.84,1.44,1.07,1.16,0.78,1.09,1.23,1,1.37,1.06,1.17,0.84,1.15,1.13,1.15,1.14,-,,,
