table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 11th to 13th September 2020,Standard deviation Standard error,1.28,1.33,1.21,1.31,1.34,1.31,1.3,1.29,1.22,1.01,1.3,1.26,1.25,1.3,1.29,1.25,1.25,1.22,1.29,1.35,1.22,1.26,1.33,1.24,1.26,1.36,1.27,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,2121,1075,1046,262,231,362,323,335,342,497,615,578,401,527,184,77,215,161,188,150,131,204,290,276,169,76,1730,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,2121,1037,1084,293,257,354,329,365,305,475,577,598,431,515,177,84*,235,173,185,152,101,200,280,290,181,64*,1780,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,NET: Agree,449,268,181,66,59,108,90,94,40,50,129,126,90,104,31,23,48,40,43,26,24,30,70,62,37,16,379,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,Strongly agree      (+2),141,83,58,13,13,30,26,44,13,15,46,26,27,42,16,8,10,15,15,11,4,10,25,16,8,4,117,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,Slightly agree      (+1),308,185,123,53,46,78,64,50,28,35,84,100,63,62,15,15,38,25,28,15,19,20,45,46,29,12,262,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,Neither agree nor    (0) disagree,393,197,196,81,75,84,64,61,44,58,109,105,83,96,36,10,44,35,41,29,14,38,65,53,23,5,337,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,Slightly disagree   (-1),527,244,283,71,58,84,93,93,78,108,155,148,117,107,42,17,55,38,34,37,31,64,58,79,54,19,435,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,Strongly disagree   (-2),752,328,423,74,65,77,81,117,143,260,183,219,140,209,68,35,86,60,67,60,32,67,87,96,68,24,628,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,NET: Disagree,1279,572,707,145,123,162,174,209,221,368,338,368,257,316,110,52,142,98,100,97,63,132,145,176,122,43,1063,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,Mean,,,-0.82,,,,,,-1.02,-1.18,-0.6,-0.73,-0.65,-0.73,-0.75,-0.66,-0.72,-0.6,-0.59,-0.79,-0.66,-0.8,,-0.67,-0.8,-0.74,-0.67,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,1.27,1.31,1.22,1.18,1.19,1.26,1.27,1.38,1.16,1.1,1.28,1.24,1.25,1.32,1.29,1.42,1.24,1.32,1.33,1.26,1.23,1.16,1.32,1.24,1.23,1.31,1.27,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,2144,1027,1117,266,236,330,330,370,345,503,610,572,441,521,185,82,209,158,200,159,104,209,287,289,183,79,1776,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,2144,1048,1096,296,260,358,332,369,309,481,583,605,435,521,179,85*,237,175,187,154,102*,202,283,293,183,64*,1799,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,NET: Agree,428,255,173,92,88,97,74,70,49,46,115,121,84,108,33,25,50,44,38,32,21,31,61,51,32,12,362,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,Strongly agree      (+2),113,82,31,18,18,28,17,22,14,14,33,36,19,26,8,8,16,5,10,5,8,11,17,9,9,6,91,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,Slightly agree      (+1),315,173,142,75,70,69,56,48,34,32,83,85,65,83,25,17,34,39,28,26,12,19,44,42,22,6,271,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,Neither agree nor    (0) disagree,373,181,193,57,52,72,72,72,39,61,86,105,73,109,34,10,33,30,34,33,22,42,48,50,34,3,315,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,Slightly disagree   (-1),513,238,275,83,69,79,73,88,78,112,159,134,99,121,43,29,66,49,37,35,17,44,65,67,41,20,432,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,Strongly disagree   (-2),830,375,455,64,51,109,113,139,143,262,222,244,179,183,68,22,88,52,78,54,42,85,108,126,76,30,690,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,NET: Disagree,1343,613,730,147,120,188,186,227,221,374,382,378,279,304,111,51,154,101,116,89,60,129,173,193,117,50,1122,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,Mean,,,-0.9,,,,,,,-1.2,-0.78,-0.77,-0.82,-0.68,-0.77,,-0.75,,-0.78,-0.69,-0.72,-0.85,-0.72,-0.88,-0.83,-0.96,-0.76,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,1.25,1.32,1.16,1.24,1.24,1.31,1.25,1.25,1.21,1.07,1.25,1.28,1.24,1.24,1.22,1.32,1.28,1.21,1.28,1.21,1.33,1.23,1.28,1.2,1.24,1.31,1.25,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,NET: Agree,419,265,154,75,67,97,93,53,51,50,120,103,94,101,35,20,59,33,43,30,12,42,68,47,21,11,361,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,Strongly agree      (+2),129,90,40,19,19,36,31,14,13,16,38,26,28,38,13,5,20,8,15,8,7,8,24,13,6,2,107,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,Slightly agree      (+1),289,175,114,55,48,62,62,39,38,34,82,77,66,63,22,15,39,24,28,22,5,34,44,34,14,8,254,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,Neither agree nor    (0) disagree,401,181,220,63,53,82,65,80,51,59,91,102,86,122,33,18,47,34,30,29,23,29,52,51,45,12,333,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,Slightly disagree   (-1),486,219,267,84,73,80,67,88,57,110,144,149,90,104,40,19,45,29,50,43,24,38,70,75,43,11,411,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,Strongly disagree   (-2),795,362,433,68,58,92,101,139,143,253,216,239,157,183,67,28,82,76,61,49,41,89,88,114,72,29,659,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,NET: Disagree,1281,581,700,152,131,171,168,227,200,362,360,387,246,287,107,47,127,105,111,92,64,128,158,190,114,40,1070,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,Mean,,,-0.88,,,,,,,-1.17,-0.73,-0.84,,,-0.72,-0.6,,-0.82,-0.62,-0.68,-0.85,-0.85,,-0.85,-0.88,-0.89,-0.72,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,1.27,1.35,1.16,1.23,1.24,1.31,1.35,1.17,1.24,1.11,1.28,1.21,1.29,1.28,1.29,1.28,1.35,1.28,1.3,1.22,1.22,1.27,1.31,1.2,1.13,1.22,1.27,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,2135,1020,1115,251,219,361,336,354,336,497,627,605,372,531,193,78,207,169,190,165,119,192,303,268,189,62,1761,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,NET: Agree,437,282,155,81,72,102,87,72,45,49,108,130,101,98,31,16,32,37,43,29,17,38,76,60,49,9,380,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,Strongly agree      (+2),137,93,44,20,16,33,35,24,16,9,35,40,29,33,6,4,10,14,15,11,6,12,29,13,12,6,119,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,Slightly agree      (+1),300,189,111,61,55,69,52,48,29,40,73,89,72,65,25,12,22,24,29,18,11,26,47,47,37,3,261,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,Neither agree nor    (0) disagree,439,203,237,74,63,78,79,81,51,77,110,108,98,124,25,24,63,39,26,35,19,52,62,55,30,8,387,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,Slightly disagree   (-1),486,212,274,69,57,83,70,81,70,112,129,149,95,112,42,14,55,43,58,31,27,43,54,60,42,15,401,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,Strongly disagree   (-2),773,347,426,71,62,93,94,133,142,240,234,215,140,185,80,30,86,55,59,58,38,68,89,118,61,31,623,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,NET: Disagree,1259,559,699,140,120,176,165,213,212,353,363,364,235,297,123,44,141,98,117,89,65,111,143,177,103,46,1024,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,Mean,,,-0.85,,,,,,-0.95,-1.12,-0.78,-0.68,,-0.67,-0.94,-0.64,-0.79,,,-0.7,-0.79,,,-0.76,,-0.97,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,1.27,1.35,1.17,1.24,1.25,1.31,1.33,1.27,1.21,1.08,1.26,1.28,1.28,1.25,1.2,1.24,1.16,1.28,1.28,1.28,1.23,1.23,1.36,1.26,1.31,1.3,1.27,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,48,907,741
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,55*,906,757
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,NET: Agree,432,252,180,80,73,100,70,83,52,47,111,121,76,124,38,17,47,35,47,25,20,39,61,57,34,11,363,24,172,151
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,Strongly agree      (+2),128,78,50,22,22,32,25,24,14,11,37,36,18,37,8,2,11,19,13,9,5,13,22,19,6,3,113,5,56,46
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,Slightly agree      (+1),304,174,130,59,52,67,45,59,38,36,74,84,58,87,31,15,36,17,34,16,16,27,39,38,28,8,249,20,116,105
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,Neither agree nor    (0) disagree,447,219,228,89,77,106,76,78,37,62,109,133,103,102,30,14,44,36,43,39,22,43,62,63,47,6,389,18,201,155
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,Slightly disagree   (-1),515,217,298,65,53,73,78,97,85,116,147,144,104,121,37,22,57,39,34,35,32,56,63,70,47,23,423,5,226,187
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,Strongly disagree   (-2),713,342,371,56,49,73,103,105,129,247,206,197,145,165,71,31,85,62,61,52,25,60,92,98,53,24,593,7,307,264
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,NET: Disagree,1228,559,669,121,102,147,181,201,214,363,353,340,249,285,107,53,142,101,95,87,58,116,155,168,100,46,1016,13,533,451
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,Mean,,,-0.75,,,,,,,-1.17,-0.72,-0.64,-0.7,-0.56,-0.75,-0.77,-0.73,-0.63,-0.52,-0.69,-0.58,-0.63,-0.59,-0.66,-0.63,-0.9,-0.64,0.16,-0.68,-0.68
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,1.25,1.31,1.18,1.2,1.22,1.24,1.27,1.25,1.21,1.07,1.25,1.24,1.19,1.29,1.27,1.2,1.23,1.34,1.3,1.22,1.16,1.23,1.29,1.25,1.15,1.17,1.25,1.15,1.24,1.25
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2164,1113,1051,292,261,355,355,316,338,508,642,610,367,545,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2164,1058,1106,298,264,361,335,372,312,485,589,610,439,526,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,NET: Agree,359,218,142,66,61,80,69,70,36,39,114,97,73,76,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,Strongly agree      (+2),103,78,24,7,6,25,20,28,13,9,26,32,19,25,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,Slightly agree      (+1),257,140,117,58,55,54,49,42,23,30,88,64,54,50,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,Neither agree nor    (0) disagree,405,206,199,70,61,87,65,68,45,71,94,123,78,109,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,Slightly disagree   (-1),570,259,312,83,69,98,90,98,86,116,145,162,120,143,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,Strongly disagree   (-2),829,376,453,80,73,97,112,137,145,259,235,228,169,198,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,NET: Disagree,1400,635,765,163,142,194,202,234,231,375,380,390,288,341,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,Mean,,,-0.95,,,,,,,-1.21,-0.81,-0.8,-0.83,-0.83,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,1.2,1.28,1.1,1.15,1.17,1.23,1.24,1.27,1.13,1.03,1.23,1.2,1.19,1.17,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2115,1034,1081,292,250,353,328,364,305,473,575,597,429,514,176,84*,234,172,185,152,100*,199,279,289,181,63*,1775,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,NET: Agree,419,252,167,67,63,95,93,63,45,55,119,113,99,87,25,19,45,35,38,31,19,35,87,49,29,8,367,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,Strongly agree      (+2),126,83,43,24,24,24,32,21,14,11,37,41,22,27,9,7,14,4,18,12,1,14,29,9,5,4,112,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,Slightly agree      (+1),292,169,124,43,38,71,61,42,32,44,83,73,77,60,16,12,30,30,20,19,18,21,58,40,24,4,254,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,Neither agree nor    (0) disagree,424,205,219,65,57,93,82,69,49,65,106,103,98,117,39,21,44,40,47,31,14,33,65,46,32,12,359,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,Slightly disagree   (-1),472,199,273,76,63,72,77,89,62,95,121,156,81,114,41,14,63,30,49,29,27,55,38,70,41,14,389,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,Strongly disagree   (-2),800,379,422,83,67,93,76,142,148,258,229,224,151,196,71,29,82,68,51,61,40,77,89,124,79,29,660,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,NET: Disagree,1272,578,695,160,130,166,153,231,210,353,350,380,232,309,113,44,145,98,100,90,68,131,127,195,120,43,1050,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,Mean,,,-0.84,,,,,,-0.98,-1.15,-0.74,-0.76,-0.61,-0.76,-0.85,,-0.72,-0.74,,-0.72,-0.87,-0.8,,-0.9,-0.91,-0.94,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,1.26,1.34,1.18,1.27,1.3,1.26,1.28,1.24,1.21,1.12,1.29,1.26,1.27,1.22,1.19,1.33,1.24,1.22,1.27,1.32,1.17,1.25,1.38,1.19,1.18,1.22,1.27,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,2100,1015,1085,267,236,294,323,383,336,497,613,633,319,535,176,86,203,160,183,166,113,193,307,302,145,66,1745,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,2100,1027,1073,290,248,351,325,361,302,471,571,592,426,510,175,84*,232,171,183,151,100*,198,277,287,179,63*,1762,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,NET: Agree,401,217,184,59,54,103,82,74,36,48,124,91,82,104,36,18,45,37,35,30,12,39,65,44,27,14,339,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,Strongly agree      (+2),121,69,52,16,16,29,27,30,9,9,37,29,14,41,11,5,9,6,8,10,6,13,27,18,5,2,102,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think that people and organisations have a right to say what they want,ONLINE Fieldwork: 12th to 14th February 2021,Slightly agree      (+1),280,148,132,43,38,73,54,43,28,38,87,61,68,64,25,13,36,31,26,20,7,26,38,27,22,11,238,,,
