table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 11th to 13th September 2020,Standard deviation Standard error,0.73,0.74,0.72,0.76,0.76,0.6,0.69,0.59,0.54,0.67,0.69,0.76,0.71,1.01,0.79,0.84,0.74,0.4,0.49,0.88,-,0.54,0.38,0.95,0.48,-,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,118,78,40,12,12,14,10,12,18,52,62,26,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,114,79*,35*,12**,12**,16**,8**,10**,18**,51*,59*,29**,12**,14**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,NET: Trust,83,54,29,10,10,10,5,7,13,38,46,20,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,5 - Trust completely,29,18,11,5,5,5,3,2,1,13,19,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,4,54,36,18,5,5,5,2,6,12,25,28,15,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,3,29,24,5,1,1,6,3,2,5,11,11,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,2,2,1,1,*,*,-,-,*,-,1,1,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,1,-,1,-,-,-,-,-,-,1,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,2,1,1,*,*,-,-,*,-,1,1,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,Mean,3.96,3.91,4.08,4.26,4.26,3.94,3.98,3.88,3.75,3.98,4.07,3.8,3.89,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,0.78,0.75,0.83,0.78,0.78,0.86,0.9,0.79,0.55,0.81,0.81,0.73,0.86,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,113,65,48,15,15,13,7,11,16,51,47,29,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,119*,68*,50*,17**,17**,14**,6**,13**,15**,54*,53*,33**,21**,13**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,87,49,38,9,9,8,6,8,10,47,40,25,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,28,19,9,2,2,4,1,2,2,18,10,9,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,4,59,31,29,6,6,5,5,6,8,29,30,16,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,3,29,19,11,8,8,5,-,5,6,6,12,8,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,2,2,1,2,-,-,1,-,-,-,1,-,-,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,2,1,2,-,-,1,-,-,-,1,-,-,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,Mean,3.95,3.98,3.9,3.64,3.64,3.78,4.12,3.71,3.73,4.18,3.95,4.03,3.69,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 42,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,0.75,0.77,0.73,0.72,0.72,0.94,0.35,0.69,0.65,0.73,0.65,0.72,0.84,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,112,69,43,8,7,7,13,20,16,48,46,34,18,14,8,3,11,5,3,9,3,17,18,21,10,4,,18,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,107,65*,42*,8**,6**,6**,13**,20**,17**,43*,45*,34**,17**,11**,6**,3**,10**,5**,3**,8**,4**,16**,14**,24**,10**,4**,,16**,30*,15**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,74,44,30,3,1,3,9,13,10,37,29,27,12,7,6,3,8,5,-,5,4,13,6,15,7,3,,12,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,11,4,7,2,-,1,1,1,3,3,2,5,1,4,1,1,2,1,-,1,-,2,-,3,1,1,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,4,63,40,23,1,1,2,8,12,6,33,27,22,11,3,5,2,7,4,-,4,4,12,6,12,6,2,,9,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,3,29,19,10,3,3,3,3,7,7,5,15,5,4,5,1,-,1,-,3,3,-,2,8,8,2,1,,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,2,3,1,2,2,2,-,1,-,-,1,1,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,1,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,4,2,2,2,2,-,1,-,-,2,1,2,1,-,-,-,1,-,-,-,-,1,1,1,1,-,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.75,3.71,3.83,3.39,2.95,3.71,3.72,3.66,3.78,3.87,3.66,3.88,3.66,3.92,4.02,4.26,3.96,4.14,3,3.69,4,3.9,3.36,3.73,3.54,4.02,,3.93,3.69,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.71,0.68,0.76,1.12,0.76,0.87,0.68,0.55,0.78,0.67,0.59,0.8,0.71,0.89,0.53,0.54,0.75,0.39,0,0.66,0,0.61,0.59,0.76,1.06,0.86,,0.78,0.73,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,68,96,112,50,44,11,29,11,9,43,43,112,6,32,8,4,65,28,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99*,64*,90*,107,48*,41*,12**,26**,10**,9**,40*,42*,107,5**,32**,7**,4**,63*,25**,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,44,63,74,31,29,8,20,8,7,28,25,74,1,22,5,2,42,19,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,11,11,5,5,2,4,2,2,6,6,11,-,4,1,-,6,4,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,4,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,39,52,63,26,24,6,16,6,5,22,19,63,1,18,4,2,36,15,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,18,25,29,16,12,4,7,2,2,11,16,29,3,10,2,2,18,5,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,1,1,-,-,-,-,1,1,3,-,-,-,-,2,1,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,4,2,1,-,-,-,-,2,1,4,1,-,-,-,3,1,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,3.76,3.8,3.75,3.69,3.79,3.9,3.9,4.01,4.01,3.76,3.72,3.75,2.88,3.8,3.8,3.41,3.71,3.91,,,,,,,,,,,,,,,,,,,,,
Table 119,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.65,0.68,0.71,0.77,0.66,0.75,0.64,0.66,0.73,0.82,0.72,0.71,1.17,0.65,0.67,0.57,0.75,0.71,,,,,,,,,,,,,,,,,,,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,10,9,27,5,8,47,39,25,30,99,32,101,108,108,112,-,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11**,12**,8**,10**,25**,5**,7**,46*,36*,26**,28**,94*,30**,96*,104*,103*,107,-**,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,7,21,2,5,31,22,15,14,64,20,67,73,72,74,-,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,3,2,2,6,2,3,1,9,1,9,11,11,11,-,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,4,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,5,18,1,3,24,20,12,12,54,19,58,62,61,63,-,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,3,3,5,3,2,15,11,10,12,27,8,27,27,27,29,-,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,2,-,-,-,-,1,2,2,1,2,2,3,3,3,3,-,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,1,-,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,2,-,-,-,-,1,2,2,2,3,2,3,4,4,4,-,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,3.63,3.25,3.89,3.94,3.79,4.1,3.79,3.6,3.6,3.43,3.74,3.62,3.75,3.76,3.76,3.75,-,,,
Table 120,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.88,0.94,0.7,0.56,1.03,0.82,0.69,0.69,0.78,0.82,0.72,0.69,0.65,0.72,0.72,0.71,-,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,136,80,56,12,12,14,11,11,22,66,80,36,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,126,75*,51*,11**,11**,16**,13**,11**,18**,58*,66*,35*,20**,6**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 38,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( printed ),ONLINE Fieldwork: 7th to 10th May 2020,NET: Trust,79,47,32,4,4,7,3,8,11,46,44,21,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
